# Instance R201 - 70 dynamic requests - 30 static requests
Dyn   Stat
70    30
ID    RD
5     -1
13    -1
14    -1
17    -1
20    -1
22    -1
25    -1
39    -1
42    -1
44    -1
45    -1
47    -1
49    -1
50    -1
52    -1
53    -1
59    -1
60    -1
63    -1
64    -1
65    -1
73    -1
74    -1
79    -1
84    -1
86    -1
87    -1
89    -1
90    -1
100   -1
1     327
2     135
3     340
4     638
6     292
7     176
8     256
9     399
10    576
11    115
12    96
15    154
16    262
18    330
19    27
21    26
23    105
24    369
26    384
27    1
28    22
29    153
30    172
31    88
32    194
33    27
34    51
35    438
36    22
37    508
38    240
40    139
41    49
43    385
46    404
48    243
51    300
54    90
55    448
56    227
57    208
58    801
61    22
62    69
66    171
67    134
68    277
69    24
70    463
71    236
72    9
75    202
76    181
77    419
78    352
80    115
81    303
82    83
83    22
85    134
88    1
91    602
92    5
93    348
94    185
95    84
96    77
97    73
98    84
99    299
