# Instance C109 - 50 dynamic requests - 50 static requests
Dyn   Stat
50    50
ID    RD
1     -1
3     -1
5     -1
6     -1
7     -1
8     -1
10    -1
13    -1
14    -1
15    -1
16    -1
17    -1
19    -1
21    -1
24    -1
25    -1
27    -1
29    -1
30    -1
32    -1
33    -1
38    -1
41    -1
43    -1
45    -1
46    -1
47    -1
50    -1
53    -1
55    -1
59    -1
60    -1
62    -1
63    -1
66    -1
67    -1
68    -1
73    -1
74    -1
77    -1
78    -1
80    -1
82    -1
85    -1
87    -1
88    -1
89    -1
91    -1
99    -1
100   -1
2     395
4     552
9     308
11    13
12    219
18    21
20    5
22    468
23    280
26    80
28    344
31    14
34    144
35    41
36    28
37    64
39    367
40    38
42    5
44    168
48    146
49    721
51    224
52    403
54    24
56    95
57    13
58    82
61    131
64    270
65    9
69    27
70    8
71    20
72    239
75    54
76    6
79    490
81    20
83    19
84    75
86    17
90    4
92    192
93    63
94    96
95    36
96    31
97    13
98    26
