# Instance R107 - 50 dynamic requests - 50 static requests
Dyn   Stat
50    50
ID    RD
1     -1
2     -1
3     -1
6     -1
7     -1
11    -1
12    -1
13    -1
14    -1
16    -1
18    -1
21    -1
22    -1
24    -1
26    -1
27    -1
34    -1
39    -1
40    -1
41    -1
44    -1
45    -1
47    -1
53    -1
55    -1
57    -1
59    -1
62    -1
64    -1
65    -1
67    -1
68    -1
70    -1
72    -1
74    -1
76    -1
78    -1
83    -1
85    -1
86    -1
88    -1
89    -1
90    -1
91    -1
93    -1
94    -1
95    -1
96    -1
97    -1
100   -1
4     131
5     20
8     50
9     31
10    103
15    23
17    135
19    8
20    3
23    1
25    113
28    4
29    25
30    39
31    17
32    20
33    8
35    47
36    33
37    18
38    53
42    16
43    24
46    8
48    25
49    11
50    6
51    19
52    2
54    8
56    91
58    178
60    5
61    10
63    2
66    32
69    17
71    12
73    16
75    1
77    109
79    68
80    1
81    10
82    8
84    12
87    53
92    1
98    14
99    72
