# Instance R101 - 30 dynamic requests - 70 static requests
Dyn   Stat
30    70
ID    RD
2     -1
3     -1
5     -1
8     -1
9     -1
11    -1
13    -1
14    -1
15    -1
16    -1
17    -1
18    -1
19    -1
20    -1
21    -1
22    -1
23    -1
24    -1
26    -1
27    -1
28    -1
30    -1
31    -1
32    -1
33    -1
34    -1
35    -1
37    -1
38    -1
42    -1
43    -1
44    -1
48    -1
49    -1
51    -1
53    -1
54    -1
56    -1
57    -1
58    -1
59    -1
61    -1
62    -1
63    -1
64    -1
65    -1
67    -1
68    -1
69    -1
70    -1
71    -1
72    -1
74    -1
75    -1
76    -1
77    -1
78    -1
79    -1
80    -1
82    -1
84    -1
85    -1
86    -1
88    -1
90    -1
92    -1
94    -1
95    -1
98    -1
100   -1
1     94
4     9
6     12
7     11
10    39
12    43
25    1
29    54
36    12
39    25
40    24
41    28
45    9
46    96
47    41
50    108
52    11
55    76
60    46
66    69
73    32
81    45
83    7
87    21
89    170
91    48
93    55
96    32
97    77
99    37
