# Instance R104 - 50 dynamic requests - 50 static requests
Dyn   Stat
50    50
ID    RD
1     -1
2     -1
3     -1
5     -1
6     -1
7     -1
8     -1
9     -1
10    -1
11    -1
12    -1
13    -1
14    -1
15    -1
16    -1
27    -1
29    -1
32    -1
33    -1
35    -1
36    -1
37    -1
39    -1
40    -1
42    -1
45    -1
46    -1
47    -1
49    -1
50    -1
52    -1
56    -1
58    -1
59    -1
61    -1
63    -1
65    -1
66    -1
69    -1
70    -1
75    -1
78    -1
81    -1
82    -1
84    -1
86    -1
88    -1
94    -1
98    -1
99    -1
4     43
17    25
18    2
19    25
20    8
21    24
22    25
23    4
24    23
25    40
26    6
28    6
30    15
31    13
34    4
38    82
41    15
43    11
44    36
48    18
51    7
53    61
54    20
55    102
57    10
60    1
62    10
64    13
67    6
68    14
71    18
72    10
73    24
74    4
76    68
77    41
79    50
80    11
83    9
85    15
87    54
89    0
90    16
91    24
92    6
93    27
95    15
96    21
97    27
100   145
