# Instance C107 - 90 dynamic requests - 10 static requests
Dyn   Stat
90    10
ID    RD
2     -1
3     -1
5     -1
11    -1
42    -1
43    -1
61    -1
65    -1
67    -1
90    -1
1     315
4     265
6     561
7     2
8     54
9     7
10    92
12    222
13    98
14    17
15    246
16    325
17    71
18    57
19    7
20    2
21    244
22    696
23    470
24    8
25    54
26    70
27    79
28    12
29    71
30    301
31    79
32    25
33    3
34    301
35    60
36    426
37    244
38    22
39    475
40    8
41    5
44    143
45    294
46    370
47    23
48    157
49    329
50    290
51    501
52    281
53    40
54    123
55    35
56    98
57    4
58    283
59    515
60    312
62    179
63    28
64    416
66    147
68    326
69    187
70    83
71    220
72    146
73    379
74    236
75    226
76    107
77    10
78    28
79    510
80    454
81    14
82    8
83    140
84    316
85    187
86    85
87    21
88    249
89    111
91    413
92    58
93    198
94    116
95    70
96    22
97    344
98    28
99    678
100   254
