# Instance RC106 - 30 dynamic requests - 70 static requests
Dyn   Stat
30    70
ID    RD
1     -1
4     -1
6     -1
7     -1
8     -1
9     -1
13    -1
15    -1
16    -1
18    -1
19    -1
20    -1
21    -1
22    -1
23    -1
24    -1
25    -1
26    -1
27    -1
28    -1
29    -1
30    -1
31    -1
32    -1
33    -1
34    -1
35    -1
36    -1
38    -1
39    -1
40    -1
41    -1
43    -1
44    -1
45    -1
46    -1
48    -1
50    -1
51    -1
54    -1
56    -1
60    -1
61    -1
62    -1
63    -1
65    -1
66    -1
67    -1
68    -1
69    -1
71    -1
72    -1
73    -1
74    -1
77    -1
78    -1
79    -1
81    -1
82    -1
83    -1
85    -1
86    -1
87    -1
89    -1
91    -1
92    -1
93    -1
94    -1
98    -1
99    -1
2     32
3     37
5     5
10    46
11    34
12    35
14    3
17    96
37    64
42    31
47    9
49    56
52    17
53    57
55    30
57    73
58    116
59    9
64    17
70    113
75    22
76    51
80    2
84    43
88    15
90    17
95    7
96    27
97    59
100   31
