# Instance R208 - 30 dynamic requests - 70 static requests
Dyn   Stat
30    70
ID    RD
1     -1
2     -1
3     -1
4     -1
5     -1
6     -1
8     -1
10    -1
11    -1
12    -1
13    -1
15    -1
16    -1
17    -1
18    -1
19    -1
20    -1
22    -1
23    -1
24    -1
25    -1
26    -1
29    -1
30    -1
31    -1
33    -1
34    -1
35    -1
37    -1
38    -1
39    -1
40    -1
42    -1
43    -1
45    -1
53    -1
54    -1
56    -1
57    -1
58    -1
59    -1
60    -1
61    -1
63    -1
65    -1
68    -1
69    -1
70    -1
71    -1
72    -1
73    -1
74    -1
75    -1
76    -1
79    -1
80    -1
81    -1
82    -1
83    -1
88    -1
89    -1
90    -1
91    -1
92    -1
94    -1
96    -1
97    -1
98    -1
99    -1
100   -1
7     58
9     259
14    6
21    3
27    19
28    9
32    112
36    42
41    113
44    101
46    51
47    31
48    115
49    90
50    102
51    92
52    36
55    178
62    100
64    63
66    85
67    11
77    491
78    41
84    225
85    97
86    23
87    33
93    73
95    19
