# Instance C206 - 90 dynamic requests - 10 static requests
Dyn   Stat
90    10
ID    RD
2     -1
5     -1
6     -1
20    -1
22    -1
23    -1
49    -1
62    -1
67    -1
93    -1
1     139
3     685
4     1058
7     883
8     174
9     542
10    1740
11    2112
12    810
13    1592
14    319
15    5
16    207
17    1940
18    1203
19    1250
21    2394
24    2
25    433
26    1011
27    67
28    131
29    160
30    27
31    401
32    279
33    136
34    783
35    240
36    732
37    19
38    124
39    878
40    978
41    349
42    1719
43    1428
44    720
45    228
46    654
47    480
48    556
50    1221
51    1522
52    1133
53    412
54    514
55    640
56    412
57    318
58    200
59    573
60    225
61    9
63    11
64    232
65    480
66    165
68    52
69    339
70    485
71    1699
72    120
73    750
74    56
75    13
76    351
77    1193
78    344
79    1250
80    833
81    1642
82    277
83    401
84    385
85    1404
86    1035
87    2427
88    112
89    676
90    1702
91    654
92    102
94    543
95    288
96    2195
97    298
98    338
99    73
100   120
