# Instance RC107 - 90 dynamic requests - 10 static requests
Dyn   Stat
90    10
ID    RD
22    -1
34    -1
37    -1
43    -1
65    -1
69    -1
82    -1
83    -1
88    -1
95    -1
1     50
2     6
3     22
4     39
5     39
6     51
7     25
8     16
9     3
10    1
11    1
12    33
13    37
14    4
15    27
16    13
17    20
18    52
19    34
20    78
21    39
23    14
24    126
25    45
26    76
27    42
28    40
29    35
30    47
31    32
32    42
33    43
35    39
36    26
38    16
39    33
40    3
41    14
42    20
44    1
45    33
46    72
47    31
48    10
49    70
50    69
51    47
52    32
53    15
54    12
55    72
56    71
57    66
58    38
59    24
60    91
61    47
62    1
63    21
64    13
66    56
67    24
68    32
70    28
71    33
72    1
73    61
74    56
75    51
76    35
77    5
78    24
79    3
80    81
81    79
84    58
85    68
86    36
87    22
89    19
90    72
91    85
92    3
93    10
94    50
96    102
97    58
98    25
99    20
100   4
