# Instance R106 - 90 dynamic requests - 10 static requests
Dyn   Stat
90    10
ID    RD
1     -1
2     -1
3     -1
5     -1
7     -1
12    -1
21    -1
26    -1
31    -1
51    -1
4     1
6     36
8     74
9     46
10    41
11    44
13    84
14    9
15    24
16    36
17    87
18    46
19    57
20    72
22    68
23    11
24    108
25    9
27    20
28    27
29    23
30    26
32    9
33    11
34    26
35    89
36    39
37    2
38    49
39    20
40    49
41    2
42    14
43    57
44    1
45    2
46    80
47    10
48    9
49    79
50    2
52    1
53    62
54    89
55    94
56    36
57    55
58    94
59    27
60    45
61    56
62    27
63    22
64    52
65    4
66    29
67    37
68    54
69    19
70    45
71    12
72    21
73    43
74    10
75    19
76    43
77    43
78    23
79    76
80    114
81    63
82    7
83    7
84    67
85    26
86    21
87    52
88    62
89    18
90    13
91    23
92    10
93    50
94    5
95    21
96    26
97    45
98    13
99    5
100   25
