# Instance C101 - 90 dynamic requests - 10 static requests
Dyn   Stat
90    10
ID    RD
5     -1
15    -1
20    -1
32    -1
43    -1
57    -1
67    -1
88    -1
90    -1
98    -1
1     367
2     696
3     54
4     467
6     73
7     2
8     14
9     223
10    7
11    405
12    628
13    8
14    430
16    464
17    7
18    100
19    214
21    797
22    468
23    100
24    23
25    62
26    245
27    110
28    328
29    8
30    57
31    78
33    69
34    113
35    73
36    28
37    297
38    299
39    553
40    158
41    104
42    26
44    139
45    497
46    132
47    751
48    171
49    388
50    47
51    27
52    80
53    79
54    105
55    41
56    344
58    243
59    511
60    262
61    476
62    198
63    16
64    437
65    37
66    597
68    705
69    13
70    379
71    75
72    8
73    106
74    194
75    230
76    24
77    218
78    89
79    174
80    118
81    6
82    250
83    5
84    2
85    298
86    101
87    13
89    702
91    479
92    76
93    38
94    245
95    57
96    5
97    329
99    102
100   140
