# Instance R112 - 70 dynamic requests - 30 static requests
Dyn   Stat
70    30
ID    RD
8     -1
9     -1
10    -1
12    -1
18    -1
21    -1
27    -1
29    -1
31    -1
33    -1
37    -1
39    -1
41    -1
45    -1
47    -1
51    -1
52    -1
59    -1
60    -1
64    -1
69    -1
70    -1
71    -1
76    -1
79    -1
82    -1
89    -1
90    -1
91    -1
97    -1
1     34
2     3
3     62
4     43
5     9
6     34
7     9
11    11
13    24
14    24
15    8
16    10
17    52
19    13
20    66
22    45
23    7
24    38
25    9
26    18
28    1
30    12
32    24
34    27
35    8
36    25
38    8
40    34
42    22
43    32
44    26
46    17
48    31
49    14
50    34
53    28
54    50
55    63
56    24
57    17
58    52
61    9
62    3
63    31
65    17
66    62
67    35
68    27
72    18
73    11
74    60
75    11
77    70
78    5
80    64
81    45
83    4
84    23
85    24
86    23
87    50
88    19
92    1
93    13
94    37
95    13
96    13
98    12
99    25
100   17
