# Instance R208 - 70 dynamic requests - 30 static requests
Dyn   Stat
70    30
ID    RD
1     -1
2     -1
3     -1
4     -1
5     -1
6     -1
8     -1
12    -1
18    -1
22    -1
24    -1
26    -1
35    -1
40    -1
43    -1
59    -1
60    -1
61    -1
65    -1
68    -1
73    -1
74    -1
75    -1
81    -1
83    -1
89    -1
92    -1
96    -1
97    -1
99    -1
7     58
9     259
10    110
11    66
13    562
14    6
15    27
16    19
17    76
19    74
20    62
21    3
23    80
25    411
27    19
28    9
29    78
30    113
31    54
32    112
33    62
34    110
36    42
37    115
38    53
39    80
41    113
42    28
44    101
45    57
46    51
47    31
48    115
49    90
50    102
51    92
52    36
53    288
54    1
55    178
56    17
57    78
58    169
62    100
63    108
64    63
66    85
67    11
69    14
70    26
71    36
72    74
76    70
77    491
78    41
79    85
80    1
82    22
84    225
85    97
86    23
87    33
88    108
90    46
91    101
93    73
94    25
95    19
98    41
100   474
