# Instance RC201 - 90 dynamic requests - 10 static requests
Dyn   Stat
90    10
ID    RD
14    -1
42    -1
45    -1
48    -1
59    -1
63    -1
65    -1
67    -1
72    -1
92    -1
1     501
2     130
3     165
4     177
5     68
6     347
7     225
8     329
9     123
10    223
11    145
12    137
13    442
15    12
16    120
17    302
18    285
19    92
20    359
21    21
22    11
23    132
24    546
25    404
26    97
27    19
28    31
29    162
30    93
31    81
32    420
33    50
34    330
35    16
36    36
37    270
38    97
39    47
40    311
41    77
43    22
44    162
46    142
47    18
49    206
50    332
51    11
52    21
53    242
54    7
55    525
56    152
57    144
58    69
60    640
61    104
62    98
64    75
66    502
68    548
69    145
70    717
71    121
73    20
74    339
75    78
76    29
77    448
78    83
79    309
80    594
81    103
82    127
83    35
84    1
85    300
86    28
87    272
88    170
89    278
90    350
91    484
93    523
94    318
95    72
96    229
97    94
98    170
99    70
100   589
