# Instance C107 - 70 dynamic requests - 30 static requests
Dyn   Stat
70    30
ID    RD
1     -1
2     -1
3     -1
5     -1
7     -1
11    -1
13    -1
15    -1
16    -1
18    -1
19    -1
20    -1
27    -1
31    -1
35    -1
42    -1
43    -1
46    -1
48    -1
50    -1
52    -1
55    -1
61    -1
65    -1
67    -1
79    -1
86    -1
90    -1
96    -1
97    -1
4     265
6     561
8     54
9     7
10    92
12    222
14    17
17    71
21    244
22    696
23    470
24    8
25    54
26    70
28    12
29    71
30    301
32    25
33    3
34    301
36    426
37    244
38    22
39    475
40    8
41    5
44    143
45    294
47    23
49    329
51    501
53    40
54    123
56    98
57    4
58    283
59    515
60    312
62    179
63    28
64    416
66    147
68    326
69    187
70    83
71    220
72    146
73    379
74    236
75    226
76    107
77    10
78    28
80    454
81    14
82    8
83    140
84    316
85    187
87    21
88    249
89    111
91    413
92    58
93    198
94    116
95    70
98    28
99    678
100   254
