C205.100

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      0       0       1

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      3390   0      [] 	[] 	[]
1    40    50    0      3390   0      [] 	[] 	[700]
2    40    50    0      3390   0      [] 	[] 	[700]
3    40    50    0      3390   0      [] 	[] 	[700]
4    40    50    0      3390   0      [] 	[] 	[700]
5    40    50    0      3390   0      [] 	[] 	[700]
6    40    50    0      3390   0      [] 	[] 	[700]
7    40    50    0      3390   0      [] 	[] 	[700]
8    40    50    0      3390   0      [] 	[] 	[700]
9    40    50    0      3390   0      [] 	[] 	[700]
10   40    50    0      3390   0      [] 	[] 	[700]
11   40    50    0      3390   0      [] 	[] 	[700]
12   40    50    0      3390   0      [] 	[] 	[700]
13   40    50    0      3390   0      [] 	[] 	[700]
14   40    50    0      3390   0      [] 	[] 	[700]
15   40    50    0      3390   0      [] 	[] 	[700]
16   40    50    0      3390   0      [] 	[] 	[700]
17   40    50    0      3390   0      [] 	[] 	[700]
18   40    50    0      3390   0      [] 	[] 	[700]
19   40    50    0      3390   0      [] 	[] 	[700]
20   40    50    0      3390   0      [] 	[] 	[700]
21   40    50    0      3390   0      [] 	[] 	[700]
22   40    50    0      3390   0      [] 	[] 	[700]
23   40    50    0      3390   0      [] 	[] 	[700]
24   40    50    0      3390   0      [] 	[] 	[700]
25   40    50    0      3390   0      [] 	[] 	[700]
26   52    75    231    551    90     [] 	[] 	[10]
27   45    70    133    453    90     [] 	[] 	[30]
28   62    69    1087   1407   90     [] 	[] 	[10]
29   60    66    1181   1501   90     [] 	[] 	[10]
30   42    65    15     335    90     [] 	[] 	[10]
31   16    42    417    737    90     [] 	[] 	[20]
32   58    70    993    1313   90     [] 	[] 	[20]
33   34    60    2807   3127   90     [] 	[] 	[20]
34   28    70    2521   2841   90     [] 	[] 	[10]
35   35    66    2711   3031   90     [] 	[] 	[10]
36   35    69    2618   2938   90     [] 	[] 	[10]
37   25    85    2039   2359   90     [] 	[] 	[20]
38   22    75    2325   2645   90     [] 	[] 	[30]
39   22    85    1946   2266   90     [] 	[] 	[10]
40   20    80    2136   2456   90     [] 	[] 	[40]
41   20    85    1854   2174   90     [] 	[] 	[40]
42   18    75    2231   2551   90     [] 	[] 	[20]
43   15    75    1662   1982   90     [] 	[] 	[20]
44   15    80    1757   2077   90     [] 	[] 	[10]
45   30    50    10     330    90     [] 	[] 	[10]
46   30    56    2903   3223   90     [] 	[] 	[20]
47   28    52    12     332    90     [] 	[] 	[20]
48   14    66    1563   1883   90     [] 	[] 	[10]
49   25    50    36     356    90     [] 	[] 	[10]
50   22    66    2424   2744   90     [] 	[] 	[40]
51   8     62    1465   1785   90     [] 	[] 	[10]
52   23    52    129    449    90     [] 	[] 	[10]
53   4     55    1367   1687   90     [] 	[] 	[20]
54   20    50    318    638    90     [] 	[] 	[10]
55   20    55    223    543    90     [] 	[] 	[10]
56   10    35    701    1021   90     [] 	[] 	[20]
57   10    40    513    833    90     [] 	[] 	[30]
58   8     40    605    925    90     [] 	[] 	[40]
59   8     45    1266   1586   90     [] 	[] 	[20]
60   5     35    796    1116   90     [] 	[] 	[10]
61   5     45    1173   1493   90     [] 	[] 	[10]
62   2     40    891    1211   90     [] 	[] 	[20]
63   0     40    983    1303   90     [] 	[] 	[30]
64   0     45    1078   1398   90     [] 	[] 	[20]
65   36    18    1739   2059   90     [] 	[] 	[10]
66   35    32    2678   2998   90     [] 	[] 	[10]
67   33    32    2586   2906   90     [] 	[] 	[20]
68   33    35    2493   2813   90     [] 	[] 	[10]
69   32    20    1833   2153   90     [] 	[] 	[10]
70   30    30    2025   2345   90     [] 	[] 	[10]
71   34    25    1929   2249   90     [] 	[] 	[30]
72   30    35    2400   2720   90     [] 	[] 	[10]
73   36    40    2776   3096   90     [] 	[] 	[10]
74   48    20    887    1207   90     [] 	[] 	[10]
75   26    32    2212   2532   90     [] 	[] 	[10]
76   25    30    2120   2440   90     [] 	[] 	[10]
77   25    35    2305   2625   90     [] 	[] 	[10]
78   44    5     1176   1496   90     [] 	[] 	[20]
79   42    10    1080   1400   90     [] 	[] 	[40]
80   42    15    985    1305   90     [] 	[] 	[10]
81   40    5     1270   1590   90     [] 	[] 	[30]
82   38    15    1645   1965   90     [] 	[] 	[40]
83   38    5     1362   1682   90     [] 	[] 	[30]
84   38    10    1550   1870   90     [] 	[] 	[10]
85   35    5     1455   1775   90     [] 	[] 	[20]
86   50    30    321    641    90     [] 	[] 	[10]
87   50    35    40     360    90     [] 	[] 	[20]
88   50    40    14     334    90     [] 	[] 	[50]
89   48    30    413    733    90     [] 	[] 	[10]
90   44    25    791    1111   90     [] 	[] 	[10]
91   47    35    508    828    90     [] 	[] 	[10]
92   47    40    12     332    90     [] 	[] 	[10]
93   42    30    696    1016   90     [] 	[] 	[10]
94   45    35    600    920    90     [] 	[] 	[10]
