R111.100

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      0       0       1

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      230    0      [] 	[] 	[]
1    35    35    0      230    0      [] 	[] 	[200]
2    35    35    0      230    0      [] 	[] 	[200]
3    35    35    0      230    0      [] 	[] 	[200]
4    35    35    0      230    0      [] 	[] 	[200]
5    35    35    0      230    0      [] 	[] 	[200]
6    35    35    0      230    0      [] 	[] 	[200]
7    35    35    0      230    0      [] 	[] 	[200]
8    35    35    0      230    0      [] 	[] 	[200]
9    35    35    0      230    0      [] 	[] 	[200]
10   35    35    0      230    0      [] 	[] 	[200]
11   35    35    0      230    0      [] 	[] 	[200]
12   35    35    0      230    0      [] 	[] 	[200]
13   35    35    0      230    0      [] 	[] 	[200]
14   35    35    0      230    0      [] 	[] 	[200]
15   35    35    0      230    0      [] 	[] 	[200]
16   35    35    0      230    0      [] 	[] 	[200]
17   35    35    0      230    0      [] 	[] 	[200]
18   35    35    0      230    0      [] 	[] 	[200]
19   35    35    0      230    0      [] 	[] 	[200]
20   35    35    0      230    0      [] 	[] 	[200]
21   35    35    0      230    0      [] 	[] 	[200]
22   35    35    0      230    0      [] 	[] 	[200]
23   35    35    0      230    0      [] 	[] 	[200]
24   35    35    0      230    0      [] 	[] 	[200]
25   35    35    0      230    0      [] 	[] 	[200]
26   41    49    15     204    10     [] 	[] 	[10]
27   35    17    18     202    10     [] 	[] 	[7]
28   55    45    54     187    10     [] 	[] 	[13]
29   55    20    138    169    10     [] 	[] 	[19]
30   15    30    20     199    10     [] 	[] 	[26]
31   25    30    76     131    10     [] 	[] 	[3]
32   20    50    21     170    10     [] 	[] 	[5]
33   10    43    87     112    10     [] 	[] 	[9]
34   55    60    88     115    10     [] 	[] 	[16]
35   30    60    107    150    10     [] 	[] 	[16]
36   20    65    57     86     10     [] 	[] 	[12]
37   50    35    15     192    10     [] 	[] 	[19]
38   30    25    147    180    10     [] 	[] 	[23]
39   15    10    32     187    10     [] 	[] 	[20]
40   30    5     50     81     10     [] 	[] 	[8]
41   10    20    29     139    10     [] 	[] 	[19]
42   5     30    124    189    10     [] 	[] 	[2]
43   20    40    47     136    10     [] 	[] 	[12]
44   15    60    32     146    10     [] 	[] 	[17]
45   45    65    79     182    10     [] 	[] 	[9]
46   45    20    18     195    10     [] 	[] 	[11]
47   45    10    76     127    10     [] 	[] 	[18]
48   55    5     58     87     10     [] 	[] 	[29]
49   65    35    58     190    10     [] 	[] 	[3]
50   65    20    153    186    10     [] 	[] 	[6]
51   45    30    58     208    10     [] 	[] 	[17]
52   35    40    8      75     10     [] 	[] 	[16]
53   41    37    6      136    10     [] 	[] 	[16]
54   64    42    29     150    10     [] 	[] 	[9]
55   40    60    49     102    10     [] 	[] 	[21]
56   31    52    17     198    10     [] 	[] 	[27]
57   35    69    67     186    10     [] 	[] 	[23]
58   53    52    24     92     10     [] 	[] 	[11]
59   65    55    36     183    10     [] 	[] 	[14]
60   63    65    116    178    10     [] 	[] 	[8]
61   2     60    41     112    10     [] 	[] 	[5]
62   20    20    42     198    10     [] 	[] 	[8]
63   5     5     74     101    10     [] 	[] 	[16]
64   60    12    33     110    10     [] 	[] 	[31]
65   40    25    65     114    10     [] 	[] 	[9]
66   42    7     72     131    10     [] 	[] 	[5]
67   24    12    25     91     10     [] 	[] 	[5]
68   23    3     82     185    10     [] 	[] 	[7]
69   11    14    59     88     10     [] 	[] 	[18]
70   6     38    29     99     10     [] 	[] 	[16]
71   2     48    63     180    10     [] 	[] 	[1]
72   8     56    34     176    10     [] 	[] 	[27]
73   13    52    27     192    10     [] 	[] 	[36]
74   6     68    93     132    10     [] 	[] 	[30]
