C208.100

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      0       0       1

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      3390   0      [] 	[] 	[]
1    40    50    0      3390   0      [] 	[] 	[700]
2    40    50    0      3390   0      [] 	[] 	[700]
3    40    50    0      3390   0      [] 	[] 	[700]
4    40    50    0      3390   0      [] 	[] 	[700]
5    40    50    0      3390   0      [] 	[] 	[700]
6    40    50    0      3390   0      [] 	[] 	[700]
7    40    50    0      3390   0      [] 	[] 	[700]
8    40    50    0      3390   0      [] 	[] 	[700]
9    40    50    0      3390   0      [] 	[] 	[700]
10   40    50    0      3390   0      [] 	[] 	[700]
11   40    50    0      3390   0      [] 	[] 	[700]
12   40    50    0      3390   0      [] 	[] 	[700]
13   40    50    0      3390   0      [] 	[] 	[700]
14   40    50    0      3390   0      [] 	[] 	[700]
15   40    50    0      3390   0      [] 	[] 	[700]
16   40    50    0      3390   0      [] 	[] 	[700]
17   40    50    0      3390   0      [] 	[] 	[700]
18   40    50    0      3390   0      [] 	[] 	[700]
19   40    50    0      3390   0      [] 	[] 	[700]
20   40    50    0      3390   0      [] 	[] 	[700]
21   40    50    0      3390   0      [] 	[] 	[700]
22   40    50    0      3390   0      [] 	[] 	[700]
23   40    50    0      3390   0      [] 	[] 	[700]
24   40    50    0      3390   0      [] 	[] 	[700]
25   40    50    0      3390   0      [] 	[] 	[700]
26   52    75    71     711    90     [] 	[] 	[10]
27   45    70    20     660    90     [] 	[] 	[30]
28   62    69    927    1567   90     [] 	[] 	[10]
29   60    66    1021   1661   90     [] 	[] 	[10]
30   42    65    15     655    90     [] 	[] 	[10]
31   16    42    257    897    90     [] 	[] 	[20]
32   58    70    833    1473   90     [] 	[] 	[20]
33   34    60    2647   3287   90     [] 	[] 	[20]
34   28    70    2361   3001   90     [] 	[] 	[10]
35   35    66    2551   3191   90     [] 	[] 	[10]
36   35    69    2458   3098   90     [] 	[] 	[10]
37   25    85    1879   2519   90     [] 	[] 	[20]
38   22    75    2165   2805   90     [] 	[] 	[30]
39   22    85    1786   2426   90     [] 	[] 	[10]
40   20    80    1976   2616   90     [] 	[] 	[40]
41   20    85    1694   2334   90     [] 	[] 	[40]
42   18    75    2071   2711   90     [] 	[] 	[20]
43   15    75    1502   2142   90     [] 	[] 	[20]
44   15    80    1597   2237   90     [] 	[] 	[10]
45   30    50    10     650    90     [] 	[] 	[10]
46   30    56    2648   3288   90     [] 	[] 	[20]
47   28    52    12     652    90     [] 	[] 	[20]
48   14    66    1403   2043   90     [] 	[] 	[10]
49   25    50    15     655    90     [] 	[] 	[10]
50   22    66    2264   2904   90     [] 	[] 	[40]
51   8     62    1305   1945   90     [] 	[] 	[10]
52   23    52    17     657    90     [] 	[] 	[10]
53   4     55    1207   1847   90     [] 	[] 	[20]
54   20    50    158    798    90     [] 	[] 	[10]
55   20    55    63     703    90     [] 	[] 	[10]
56   10    35    541    1181   90     [] 	[] 	[20]
57   10    40    353    993    90     [] 	[] 	[30]
58   8     40    445    1085   90     [] 	[] 	[40]
59   8     45    1106   1746   90     [] 	[] 	[20]
60   5     35    636    1276   90     [] 	[] 	[10]
61   5     45    1013   1653   90     [] 	[] 	[10]
62   2     40    731    1371   90     [] 	[] 	[20]
63   0     40    823    1463   90     [] 	[] 	[30]
64   0     45    918    1558   90     [] 	[] 	[20]
65   36    18    1579   2219   90     [] 	[] 	[10]
66   35    32    2518   3158   90     [] 	[] 	[10]
67   33    32    2426   3066   90     [] 	[] 	[20]
68   33    35    2333   2973   90     [] 	[] 	[10]
69   32    20    1673   2313   90     [] 	[] 	[10]
70   30    30    1865   2505   90     [] 	[] 	[10]
71   34    25    1769   2409   90     [] 	[] 	[30]
72   30    35    2240   2880   90     [] 	[] 	[10]
73   36    40    2616   3256   90     [] 	[] 	[10]
74   48    20    727    1367   90     [] 	[] 	[10]
75   26    32    2052   2692   90     [] 	[] 	[10]
76   25    30    1960   2600   90     [] 	[] 	[10]
77   25    35    2145   2785   90     [] 	[] 	[10]
78   44    5     1016   1656   90     [] 	[] 	[20]
79   42    10    920    1560   90     [] 	[] 	[40]
80   42    15    825    1465   90     [] 	[] 	[10]
81   40    5     1110   1750   90     [] 	[] 	[30]
82   38    15    1485   2125   90     [] 	[] 	[40]
83   38    5     1202   1842   90     [] 	[] 	[30]
84   38    10    1390   2030   90     [] 	[] 	[10]
85   35    5     1295   1935   90     [] 	[] 	[20]
86   50    30    161    801    90     [] 	[] 	[10]
87   50    35    18     658    90     [] 	[] 	[20]
88   50    40    14     654    90     [] 	[] 	[50]
89   48    30    253    893    90     [] 	[] 	[10]
90   44    25    631    1271   90     [] 	[] 	[10]
91   47    35    348    988    90     [] 	[] 	[10]
92   47    40    12     652    90     [] 	[] 	[10]
93   42    30    536    1176   90     [] 	[] 	[10]
94   45    35    440    1080   90     [] 	[] 	[10]
