R110.100

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      0       0       1

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      230    0      [] 	[] 	[]
1    35    35    0      230    0      [] 	[] 	[200]
2    35    35    0      230    0      [] 	[] 	[200]
3    35    35    0      230    0      [] 	[] 	[200]
4    35    35    0      230    0      [] 	[] 	[200]
5    35    35    0      230    0      [] 	[] 	[200]
6    35    35    0      230    0      [] 	[] 	[200]
7    35    35    0      230    0      [] 	[] 	[200]
8    35    35    0      230    0      [] 	[] 	[200]
9    35    35    0      230    0      [] 	[] 	[200]
10   35    35    0      230    0      [] 	[] 	[200]
11   35    35    0      230    0      [] 	[] 	[200]
12   35    35    0      230    0      [] 	[] 	[200]
13   35    35    0      230    0      [] 	[] 	[200]
14   35    35    0      230    0      [] 	[] 	[200]
15   35    35    0      230    0      [] 	[] 	[200]
16   35    35    0      230    0      [] 	[] 	[200]
17   35    35    0      230    0      [] 	[] 	[200]
18   35    35    0      230    0      [] 	[] 	[200]
19   35    35    0      230    0      [] 	[] 	[200]
20   35    35    0      230    0      [] 	[] 	[200]
21   35    35    0      230    0      [] 	[] 	[200]
22   35    35    0      230    0      [] 	[] 	[200]
23   35    35    0      230    0      [] 	[] 	[200]
24   35    35    0      230    0      [] 	[] 	[200]
25   35    35    0      230    0      [] 	[] 	[200]
26   41    49    130    201    10     [] 	[] 	[10]
27   35    17    20     89     10     [] 	[] 	[7]
28   55    45    106    135    10     [] 	[] 	[13]
29   55    20    71     195    10     [] 	[] 	[19]
30   15    30    20     107    10     [] 	[] 	[26]
31   25    30    54     153    10     [] 	[] 	[3]
32   20    50    66     105    10     [] 	[] 	[5]
33   10    43    61     138    10     [] 	[] 	[9]
34   55    60    53     150    10     [] 	[] 	[16]
35   30    60    101    156    10     [] 	[] 	[16]
36   20    65    33     152    10     [] 	[] 	[12]
37   50    35    38     97     10     [] 	[] 	[19]
38   30    25    70     208    10     [] 	[] 	[23]
39   15    10    32     137    10     [] 	[] 	[20]
40   30    5     30     154    10     [] 	[] 	[8]
41   10    20    54     105    10     [] 	[] 	[19]
42   5     30    51     189    10     [] 	[] 	[2]
43   20    40    77     106    10     [] 	[] 	[12]
44   15    60    53     108    10     [] 	[] 	[17]
45   45    65    109    152    10     [] 	[] 	[9]
46   45    20    37     96     10     [] 	[] 	[11]
47   45    10    59     144    10     [] 	[] 	[18]
48   55    5     36     155    10     [] 	[] 	[29]
49   65    35    118    190    10     [] 	[] 	[3]
50   65    20    47     186    10     [] 	[] 	[6]
51   45    30    117    156    10     [] 	[] 	[17]
52   35    40    5      156    10     [] 	[] 	[16]
53   41    37    8      79     10     [] 	[] 	[16]
54   64    42    37     98     10     [] 	[] 	[9]
55   40    60    28     123    10     [] 	[] 	[21]
56   31    52    24     85     10     [] 	[] 	[27]
57   35    69    116    175    10     [] 	[] 	[23]
58   53    52    24     179    10     [] 	[] 	[11]
59   65    55    100    143    10     [] 	[] 	[14]
60   63    65    50     178    10     [] 	[] 	[8]
61   2     60    41     178    10     [] 	[] 	[5]
62   20    20    117    160    10     [] 	[] 	[8]
63   5     5     42     145    10     [] 	[] 	[16]
64   60    12    33     186    10     [] 	[] 	[31]
65   40    25    51     128    10     [] 	[] 	[9]
66   42    7     44     159    10     [] 	[] 	[5]
67   24    12    25     172    10     [] 	[] 	[5]
68   23    3     115    158    10     [] 	[] 	[7]
69   11    14    31     138    10     [] 	[] 	[18]
70   6     38    29     189    10     [] 	[] 	[16]
71   2     48    93     150    10     [] 	[] 	[1]
72   8     56    34     116    10     [] 	[] 	[27]
73   13    52    125    192    10     [] 	[] 	[36]
74   6     68    93     132    10     [] 	[] 	[30]
