C201.100

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      0       0       1

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      3390   0      [] 	[] 	[]
1    40    50    0      3390   0      [] 	[] 	[700]
2    40    50    0      3390   0      [] 	[] 	[700]
3    40    50    0      3390   0      [] 	[] 	[700]
4    40    50    0      3390   0      [] 	[] 	[700]
5    40    50    0      3390   0      [] 	[] 	[700]
6    40    50    0      3390   0      [] 	[] 	[700]
7    40    50    0      3390   0      [] 	[] 	[700]
8    40    50    0      3390   0      [] 	[] 	[700]
9    40    50    0      3390   0      [] 	[] 	[700]
10   40    50    0      3390   0      [] 	[] 	[700]
11   40    50    0      3390   0      [] 	[] 	[700]
12   40    50    0      3390   0      [] 	[] 	[700]
13   40    50    0      3390   0      [] 	[] 	[700]
14   40    50    0      3390   0      [] 	[] 	[700]
15   40    50    0      3390   0      [] 	[] 	[700]
16   40    50    0      3390   0      [] 	[] 	[700]
17   40    50    0      3390   0      [] 	[] 	[700]
18   40    50    0      3390   0      [] 	[] 	[700]
19   40    50    0      3390   0      [] 	[] 	[700]
20   40    50    0      3390   0      [] 	[] 	[700]
21   40    50    0      3390   0      [] 	[] 	[700]
22   40    50    0      3390   0      [] 	[] 	[700]
23   40    50    0      3390   0      [] 	[] 	[700]
24   40    50    0      3390   0      [] 	[] 	[700]
25   40    50    0      3390   0      [] 	[] 	[700]
26   52    75    311    471    90     [] 	[] 	[10]
27   45    70    213    373    90     [] 	[] 	[30]
28   62    69    1167   1327   90     [] 	[] 	[10]
29   60    66    1261   1421   90     [] 	[] 	[10]
30   42    65    25     185    90     [] 	[] 	[10]
31   16    42    497    657    90     [] 	[] 	[20]
32   58    70    1073   1233   90     [] 	[] 	[20]
33   34    60    2887   3047   90     [] 	[] 	[20]
34   28    70    2601   2761   90     [] 	[] 	[10]
35   35    66    2791   2951   90     [] 	[] 	[10]
36   35    69    2698   2858   90     [] 	[] 	[10]
37   25    85    2119   2279   90     [] 	[] 	[20]
38   22    75    2405   2565   90     [] 	[] 	[30]
39   22    85    2026   2186   90     [] 	[] 	[10]
40   20    80    2216   2376   90     [] 	[] 	[40]
41   20    85    1934   2094   90     [] 	[] 	[40]
42   18    75    2311   2471   90     [] 	[] 	[20]
43   15    75    1742   1902   90     [] 	[] 	[20]
44   15    80    1837   1997   90     [] 	[] 	[10]
45   30    50    10     170    90     [] 	[] 	[10]
46   30    56    2983   3143   90     [] 	[] 	[20]
47   28    52    22     182    90     [] 	[] 	[20]
48   14    66    1643   1803   90     [] 	[] 	[10]
49   25    50    116    276    90     [] 	[] 	[10]
50   22    66    2504   2664   90     [] 	[] 	[40]
51   8     62    1545   1705   90     [] 	[] 	[10]
52   23    52    209    369    90     [] 	[] 	[10]
53   4     55    1447   1607   90     [] 	[] 	[20]
54   20    50    398    558    90     [] 	[] 	[10]
55   20    55    303    463    90     [] 	[] 	[10]
56   10    35    781    941    90     [] 	[] 	[20]
57   10    40    593    753    90     [] 	[] 	[30]
58   8     40    685    845    90     [] 	[] 	[40]
59   8     45    1346   1506   90     [] 	[] 	[20]
60   5     35    876    1036   90     [] 	[] 	[10]
61   5     45    1253   1413   90     [] 	[] 	[10]
62   2     40    971    1131   90     [] 	[] 	[20]
63   0     40    1063   1223   90     [] 	[] 	[30]
64   0     45    1158   1318   90     [] 	[] 	[20]
65   36    18    1819   1979   90     [] 	[] 	[10]
66   35    32    2758   2918   90     [] 	[] 	[10]
67   33    32    2666   2826   90     [] 	[] 	[20]
68   33    35    2573   2733   90     [] 	[] 	[10]
69   32    20    1913   2073   90     [] 	[] 	[10]
70   30    30    2105   2265   90     [] 	[] 	[10]
71   34    25    2009   2169   90     [] 	[] 	[30]
72   30    35    2480   2640   90     [] 	[] 	[10]
73   36    40    2856   3016   90     [] 	[] 	[10]
74   48    20    967    1127   90     [] 	[] 	[10]
75   26    32    2292   2452   90     [] 	[] 	[10]
76   25    30    2200   2360   90     [] 	[] 	[10]
77   25    35    2385   2545   90     [] 	[] 	[10]
78   44    5     1256   1416   90     [] 	[] 	[20]
79   42    10    1160   1320   90     [] 	[] 	[40]
80   42    15    1065   1225   90     [] 	[] 	[10]
81   40    5     1350   1510   90     [] 	[] 	[30]
82   38    15    1725   1885   90     [] 	[] 	[40]
83   38    5     1442   1602   90     [] 	[] 	[30]
84   38    10    1630   1790   90     [] 	[] 	[10]
85   35    5     1535   1695   90     [] 	[] 	[20]
86   50    30    401    561    90     [] 	[] 	[10]
87   50    35    120    280    90     [] 	[] 	[20]
88   50    40    25     185    90     [] 	[] 	[50]
89   48    30    493    653    90     [] 	[] 	[10]
90   44    25    871    1031   90     [] 	[] 	[10]
91   47    35    588    748    90     [] 	[] 	[10]
92   47    40    12     172    90     [] 	[] 	[10]
93   42    30    776    936    90     [] 	[] 	[10]
94   45    35    680    840    90     [] 	[] 	[10]
