C109.100

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      0       0       1

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      1236   0      [] 	[] 	[]
1    40    50    0      1236   0      [] 	[] 	[200]
2    40    50    0      1236   0      [] 	[] 	[200]
3    40    50    0      1236   0      [] 	[] 	[200]
4    40    50    0      1236   0      [] 	[] 	[200]
5    40    50    0      1236   0      [] 	[] 	[200]
6    40    50    0      1236   0      [] 	[] 	[200]
7    40    50    0      1236   0      [] 	[] 	[200]
8    40    50    0      1236   0      [] 	[] 	[200]
9    40    50    0      1236   0      [] 	[] 	[200]
10   40    50    0      1236   0      [] 	[] 	[200]
11   40    50    0      1236   0      [] 	[] 	[200]
12   40    50    0      1236   0      [] 	[] 	[200]
13   40    50    0      1236   0      [] 	[] 	[200]
14   40    50    0      1236   0      [] 	[] 	[200]
15   40    50    0      1236   0      [] 	[] 	[200]
16   40    50    0      1236   0      [] 	[] 	[200]
17   40    50    0      1236   0      [] 	[] 	[200]
18   40    50    0      1236   0      [] 	[] 	[200]
19   40    50    0      1236   0      [] 	[] 	[200]
20   40    50    0      1236   0      [] 	[] 	[200]
21   40    50    0      1236   0      [] 	[] 	[200]
22   40    50    0      1236   0      [] 	[] 	[200]
23   40    50    0      1236   0      [] 	[] 	[200]
24   40    50    0      1236   0      [] 	[] 	[200]
25   40    50    0      1236   0      [] 	[] 	[200]
26   45    68    760    1120   90     [] 	[] 	[10]
27   45    70    668    1028   90     [] 	[] 	[30]
28   42    66    16     376    90     [] 	[] 	[10]
29   42    68    575    935    90     [] 	[] 	[10]
30   42    65    15     375    90     [] 	[] 	[10]
31   40    69    482    842    90     [] 	[] 	[20]
32   40    66    18     378    90     [] 	[] 	[20]
33   38    68    110    470    90     [] 	[] 	[20]
34   38    70    390    750    90     [] 	[] 	[10]
35   35    66    204    564    90     [] 	[] 	[10]
36   35    69    297    657    90     [] 	[] 	[10]
37   25    85    507    867    90     [] 	[] 	[20]
38   22    75    30     390    90     [] 	[] 	[30]
39   22    85    414    774    90     [] 	[] 	[10]
40   20    80    227    587    90     [] 	[] 	[40]
41   20    85    322    682    90     [] 	[] 	[40]
42   18    75    33     393    90     [] 	[] 	[20]
43   15    75    37     397    90     [] 	[] 	[20]
44   15    80    132    492    90     [] 	[] 	[10]
45   30    50    10     370    90     [] 	[] 	[10]
46   30    52    760    1120   90     [] 	[] 	[20]
47   28    52    668    1028   90     [] 	[] 	[20]
48   28    55    575    935    90     [] 	[] 	[10]
49   25    50    15     375    90     [] 	[] 	[10]
50   25    52    17     377    90     [] 	[] 	[40]
51   25    55    482    842    90     [] 	[] 	[10]
52   23    52    109    469    90     [] 	[] 	[10]
53   23    55    390    750    90     [] 	[] 	[20]
54   20    50    202    562    90     [] 	[] 	[10]
55   20    55    297    657    90     [] 	[] 	[10]
56   10    35    39     399    90     [] 	[] 	[20]
57   10    40    31     391    90     [] 	[] 	[30]
58   8     40    33     393    90     [] 	[] 	[40]
59   8     45    604    964    90     [] 	[] 	[20]
60   5     35    134    494    90     [] 	[] 	[10]
61   5     45    511    871    90     [] 	[] 	[10]
62   2     40    229    589    90     [] 	[] 	[20]
63   0     40    321    681    90     [] 	[] 	[30]
64   0     45    416    776    90     [] 	[] 	[20]
