RC206.100

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      0       0       1

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      960    0      [] 	[] 	[]
1    40    50    0      960    0      [] 	[] 	[1000]
2    40    50    0      960    0      [] 	[] 	[1000]
3    40    50    0      960    0      [] 	[] 	[1000]
4    40    50    0      960    0      [] 	[] 	[1000]
5    40    50    0      960    0      [] 	[] 	[1000]
6    40    50    0      960    0      [] 	[] 	[1000]
7    40    50    0      960    0      [] 	[] 	[1000]
8    40    50    0      960    0      [] 	[] 	[1000]
9    40    50    0      960    0      [] 	[] 	[1000]
10   40    50    0      960    0      [] 	[] 	[1000]
11   40    50    0      960    0      [] 	[] 	[1000]
12   40    50    0      960    0      [] 	[] 	[1000]
13   40    50    0      960    0      [] 	[] 	[1000]
14   40    50    0      960    0      [] 	[] 	[1000]
15   40    50    0      960    0      [] 	[] 	[1000]
16   40    50    0      960    0      [] 	[] 	[1000]
17   40    50    0      960    0      [] 	[] 	[1000]
18   40    50    0      960    0      [] 	[] 	[1000]
19   40    50    0      960    0      [] 	[] 	[1000]
20   40    50    0      960    0      [] 	[] 	[1000]
21   40    50    0      960    0      [] 	[] 	[1000]
22   40    50    0      960    0      [] 	[] 	[1000]
23   40    50    0      960    0      [] 	[] 	[1000]
24   40    50    0      960    0      [] 	[] 	[1000]
25   40    50    0      960    0      [] 	[] 	[1000]
26   25    85    613    853    10     [] 	[] 	[20]
27   22    75    92     332    10     [] 	[] 	[30]
28   22    85    411    651    10     [] 	[] 	[10]
29   20    80    584    824    10     [] 	[] 	[40]
30   20    85    40     280    10     [] 	[] 	[20]
31   18    75    328    568    10     [] 	[] 	[20]
32   15    75    240    480    10     [] 	[] 	[20]
33   15    80    307    547    10     [] 	[] 	[10]
34   10    35    311    551    10     [] 	[] 	[20]
35   10    40    459    699    10     [] 	[] 	[30]
36   8     40    135    375    10     [] 	[] 	[40]
37   8     45    163    403    10     [] 	[] 	[20]
38   5     35    593    833    10     [] 	[] 	[10]
39   5     45    35     275    10     [] 	[] 	[10]
40   2     40    114    354    10     [] 	[] 	[20]
41   0     40    195    435    10     [] 	[] 	[20]
42   0     45    643    883    10     [] 	[] 	[20]
43   44    5     275    515    10     [] 	[] 	[20]
44   42    10    194    434    10     [] 	[] 	[40]
45   42    15    477    717    10     [] 	[] 	[10]
46   40    5     155    395    10     [] 	[] 	[10]
47   40    15    315    555    10     [] 	[] 	[40]
48   38    5     141    381    10     [] 	[] 	[30]
49   38    15    621    861    10     [] 	[] 	[10]
50   35    5     664    904    10     [] 	[] 	[20]
51   95    30    469    709    10     [] 	[] 	[30]
52   95    35    86     326    10     [] 	[] 	[20]
53   92    30    89     329    10     [] 	[] 	[10]
54   90    35    134    374    10     [] 	[] 	[10]
55   88    30    186    426    10     [] 	[] 	[10]
56   88    35    105    345    10     [] 	[] 	[20]
57   87    30    561    801    10     [] 	[] 	[10]
58   85    25    51     291    10     [] 	[] 	[10]
59   85    35    427    667    10     [] 	[] 	[30]
60   67    85    597    837    10     [] 	[] 	[20]
61   65    85    43     283    10     [] 	[] 	[40]
62   65    82    497    737    10     [] 	[] 	[10]
63   62    80    218    458    10     [] 	[] 	[30]
64   60    80    36     276    10     [] 	[] 	[10]
65   60    85    269    509    10     [] 	[] 	[30]
66   58    75    316    556    10     [] 	[] 	[20]
67   55    80    33     273    10     [] 	[] 	[10]
68   55    85    514    754    10     [] 	[] 	[20]
69   55    82    157    397    10     [] 	[] 	[10]
70   20    82    37     277    10     [] 	[] 	[10]
71   18    80    429    669    10     [] 	[] 	[10]
72   2     45    45     285    10     [] 	[] 	[10]
73   42    5     664    904    10     [] 	[] 	[10]
74   42    12    380    620    10     [] 	[] 	[10]
75   72    35    447    687    10     [] 	[] 	[30]
76   55    20    266    506    10     [] 	[] 	[19]
77   25    30    115    355    10     [] 	[] 	[3]
78   20    50    315    555    10     [] 	[] 	[5]
79   55    60    541    781    10     [] 	[] 	[16]
80   30    60    539    779    10     [] 	[] 	[16]
81   50    35    497    737    10     [] 	[] 	[19]
82   30    25    337    577    10     [] 	[] 	[23]
83   15    10    662    902    10     [] 	[] 	[20]
84   10    20    42     282    10     [] 	[] 	[19]
85   15    60    634    874    10     [] 	[] 	[17]
86   45    65    198    438    10     [] 	[] 	[9]
87   65    35    107    347    10     [] 	[] 	[3]
88   65    20    39     279    10     [] 	[] 	[6]
89   45    30    131    371    10     [] 	[] 	[17]
90   35    40    11     251    10     [] 	[] 	[16]
91   41    37    506    746    10     [] 	[] 	[16]
92   64    42    208    448    10     [] 	[] 	[9]
93   40    60    552    792    10     [] 	[] 	[21]
94   31    52    97     337    10     [] 	[] 	[27]
95   35    69    690    930    10     [] 	[] 	[23]
96   65    55    181    421    10     [] 	[] 	[14]
97   63    65    27     267    10     [] 	[] 	[8]
98   2     60    226    466    10     [] 	[] 	[5]
99   20    20    585    825    10     [] 	[] 	[8]
100  5     5     172    412    10     [] 	[] 	[16]
101  60    12    208    448    10     [] 	[] 	[31]
102  23    3     660    900    10     [] 	[] 	[7]
103  8     56    305    545    10     [] 	[] 	[27]
104  6     68    292    532    10     [] 	[] 	[30]
105  47    47    702    942    10     [] 	[] 	[13]
106  49    58    295    535    10     [] 	[] 	[10]
107  27    43    92     332    10     [] 	[] 	[9]
108  37    31    45     285    10     [] 	[] 	[14]
109  57    29    335    575    10     [] 	[] 	[18]
110  63    23    284    524    10     [] 	[] 	[2]
111  21    24    289    529    10     [] 	[] 	[28]
112  12    24    299    539    10     [] 	[] 	[13]
113  24    58    200    440    10     [] 	[] 	[19]
114  67    5     653    893    10     [] 	[] 	[25]
115  37    47    299    539    10     [] 	[] 	[6]
116  49    42    659    899    10     [] 	[] 	[13]
117  53    43    14     254    10     [] 	[] 	[14]
118  61    52    688    928    10     [] 	[] 	[3]
119  57    48    332    572    10     [] 	[] 	[23]
120  56    37    40     280    10     [] 	[] 	[6]
121  55    54    502    742    10     [] 	[] 	[26]
122  4     18    487    727    10     [] 	[] 	[35]
123  26    52    112    352    10     [] 	[] 	[9]
124  26    35    248    488    10     [] 	[] 	[15]
125  31    67    690    930    10     [] 	[] 	[3]
