RC205.100

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      0       0       1

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      960    0      [] 	[] 	[]
1    40    50    0      960    0      [] 	[] 	[1000]
2    40    50    0      960    0      [] 	[] 	[1000]
3    40    50    0      960    0      [] 	[] 	[1000]
4    40    50    0      960    0      [] 	[] 	[1000]
5    40    50    0      960    0      [] 	[] 	[1000]
6    40    50    0      960    0      [] 	[] 	[1000]
7    40    50    0      960    0      [] 	[] 	[1000]
8    40    50    0      960    0      [] 	[] 	[1000]
9    40    50    0      960    0      [] 	[] 	[1000]
10   40    50    0      960    0      [] 	[] 	[1000]
11   40    50    0      960    0      [] 	[] 	[1000]
12   40    50    0      960    0      [] 	[] 	[1000]
13   40    50    0      960    0      [] 	[] 	[1000]
14   40    50    0      960    0      [] 	[] 	[1000]
15   40    50    0      960    0      [] 	[] 	[1000]
16   40    50    0      960    0      [] 	[] 	[1000]
17   40    50    0      960    0      [] 	[] 	[1000]
18   40    50    0      960    0      [] 	[] 	[1000]
19   40    50    0      960    0      [] 	[] 	[1000]
20   40    50    0      960    0      [] 	[] 	[1000]
21   40    50    0      960    0      [] 	[] 	[1000]
22   40    50    0      960    0      [] 	[] 	[1000]
23   40    50    0      960    0      [] 	[] 	[1000]
24   40    50    0      960    0      [] 	[] 	[1000]
25   40    50    0      960    0      [] 	[] 	[1000]
26   25    85    431    911    10     [] 	[] 	[20]
27   22    75    30     510    10     [] 	[] 	[30]
28   22    85    291    771    10     [] 	[] 	[10]
29   20    80    674    734    10     [] 	[] 	[40]
30   20    85    40     520    10     [] 	[] 	[20]
31   18    75    393    502    10     [] 	[] 	[20]
32   15    75    120    600    10     [] 	[] 	[20]
33   15    80    397    457    10     [] 	[] 	[10]
34   10    35    401    461    10     [] 	[] 	[20]
35   10    40    535    622    10     [] 	[] 	[30]
36   8     40    225    285    10     [] 	[] 	[40]
37   8     45    43     523    10     [] 	[] 	[20]
38   5     35    683    743    10     [] 	[] 	[10]
39   5     45    35     366    10     [] 	[] 	[10]
40   2     40    204    264    10     [] 	[] 	[20]
41   0     40    204    425    10     [] 	[] 	[20]
42   0     45    698    827    10     [] 	[] 	[20]
43   44    5     306    483    10     [] 	[] 	[20]
44   42    10    199    428    10     [] 	[] 	[40]
45   42    15    494    699    10     [] 	[] 	[10]
46   40    5     45     525    10     [] 	[] 	[10]
47   40    15    383    486    10     [] 	[] 	[40]
48   38    5     231    291    10     [] 	[] 	[30]
49   38    15    609    872    10     [] 	[] 	[10]
50   35    5     821    881    10     [] 	[] 	[20]
51   95    30    349    829    10     [] 	[] 	[30]
52   95    35    138    273    10     [] 	[] 	[20]
53   92    30    78     339    10     [] 	[] 	[10]
54   90    35    132    375    10     [] 	[] 	[10]
55   88    30    252    359    10     [] 	[] 	[10]
56   88    35    50     530    10     [] 	[] 	[20]
57   87    30    562    799    10     [] 	[] 	[10]
58   85    25    71     208    10     [] 	[] 	[10]
59   85    35    307    787    10     [] 	[] 	[30]
60   67    85    655    778    10     [] 	[] 	[20]
61   65    85    43     186    10     [] 	[] 	[40]
62   65    82    377    857    10     [] 	[] 	[10]
63   62    80    308    368    10     [] 	[] 	[30]
64   60    80    46     201    10     [] 	[] 	[10]
65   60    85    339    438    10     [] 	[] 	[30]
66   58    75    377    494    10     [] 	[] 	[20]
67   55    80    33     166    10     [] 	[] 	[10]
68   55    85    531    736    10     [] 	[] 	[20]
69   55    82    247    307    10     [] 	[] 	[10]
70   20    82    37     177    10     [] 	[] 	[10]
71   18    80    432    665    10     [] 	[] 	[10]
72   2     45    38     322    10     [] 	[] 	[10]
73   42    5     424    904    10     [] 	[] 	[10]
74   42    12    460    539    10     [] 	[] 	[10]
75   72    35    327    807    10     [] 	[] 	[30]
76   55    20    273    498    10     [] 	[] 	[19]
77   25    30    25     505    10     [] 	[] 	[3]
78   20    50    405    465    10     [] 	[] 	[5]
79   55    60    554    767    10     [] 	[] 	[16]
80   30    60    629    689    10     [] 	[] 	[16]
81   50    35    560    673    10     [] 	[] 	[19]
82   30    25    342    571    10     [] 	[] 	[23]
83   15    10    842    902    10     [] 	[] 	[20]
84   10    20    42     522    10     [] 	[] 	[19]
85   15    60    623    884    10     [] 	[] 	[17]
86   45    65    214    421    10     [] 	[] 	[9]
87   65    35    197    257    10     [] 	[] 	[3]
88   65    20    39     316    10     [] 	[] 	[6]
89   45    30    191    310    10     [] 	[] 	[17]
90   35    40    11     140    10     [] 	[] 	[16]
91   41    37    570    681    10     [] 	[] 	[16]
92   64    42    298    358    10     [] 	[] 	[9]
93   40    60    613    730    10     [] 	[] 	[21]
94   31    52    187    247    10     [] 	[] 	[27]
95   35    69    780    930    10     [] 	[] 	[23]
96   65    55    191    410    10     [] 	[] 	[14]
97   63    65    27     507    10     [] 	[] 	[8]
98   2     60    240    451    10     [] 	[] 	[5]
99   20    20    675    735    10     [] 	[] 	[8]
100  5     5     57     537    10     [] 	[] 	[16]
101  60    12    298    358    10     [] 	[] 	[31]
102  23    3     794    854    10     [] 	[] 	[7]
103  8     56    366    483    10     [] 	[] 	[27]
104  6     68    382    442    10     [] 	[] 	[30]
105  47    47    817    942    10     [] 	[] 	[13]
106  49    58    332    497    10     [] 	[] 	[10]
107  27    43    14     494    10     [] 	[] 	[9]
108  37    31    19     499    10     [] 	[] 	[14]
109  57    29    425    485    10     [] 	[] 	[18]
110  63    23    164    644    10     [] 	[] 	[2]
111  21    24    310    507    10     [] 	[] 	[28]
112  12    24    389    449    10     [] 	[] 	[13]
113  24    58    262    377    10     [] 	[] 	[19]
114  67    5     611    897    10     [] 	[] 	[25]
115  37    47    311    526    10     [] 	[] 	[6]
116  49    42    457    937    10     [] 	[] 	[13]
117  53    43    14     74     10     [] 	[] 	[14]
118  61    52    789    928    10     [] 	[] 	[3]
119  57    48    212    692    10     [] 	[] 	[23]
120  56    37    20     500    10     [] 	[] 	[6]
121  55    54    382    862    10     [] 	[] 	[26]
122  4     18    516    697    10     [] 	[] 	[35]
123  26    52    14     494    10     [] 	[] 	[9]
124  26    35    338    398    10     [] 	[] 	[15]
125  31    67    870    930    10     [] 	[] 	[3]
