RC106.100

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      0       0       1

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      240    0      [] 	[] 	[]
1    40    50    0      240    0      [] 	[] 	[200]
2    40    50    0      240    0      [] 	[] 	[200]
3    40    50    0      240    0      [] 	[] 	[200]
4    40    50    0      240    0      [] 	[] 	[200]
5    40    50    0      240    0      [] 	[] 	[200]
6    40    50    0      240    0      [] 	[] 	[200]
7    40    50    0      240    0      [] 	[] 	[200]
8    40    50    0      240    0      [] 	[] 	[200]
9    40    50    0      240    0      [] 	[] 	[200]
10   40    50    0      240    0      [] 	[] 	[200]
11   40    50    0      240    0      [] 	[] 	[200]
12   40    50    0      240    0      [] 	[] 	[200]
13   40    50    0      240    0      [] 	[] 	[200]
14   40    50    0      240    0      [] 	[] 	[200]
15   40    50    0      240    0      [] 	[] 	[200]
16   40    50    0      240    0      [] 	[] 	[200]
17   40    50    0      240    0      [] 	[] 	[200]
18   40    50    0      240    0      [] 	[] 	[200]
19   40    50    0      240    0      [] 	[] 	[200]
20   40    50    0      240    0      [] 	[] 	[200]
21   40    50    0      240    0      [] 	[] 	[200]
22   40    50    0      240    0      [] 	[] 	[200]
23   40    50    0      240    0      [] 	[] 	[200]
24   40    50    0      240    0      [] 	[] 	[200]
25   40    50    0      240    0      [] 	[] 	[200]
26   25    85    130    190    10     [] 	[] 	[20]
27   22    75    35     95     10     [] 	[] 	[30]
28   22    85    94     154    10     [] 	[] 	[10]
29   20    80    126    186    10     [] 	[] 	[40]
30   20    85    40     100    10     [] 	[] 	[20]
31   18    75    80     140    10     [] 	[] 	[20]
32   15    75    64     124    10     [] 	[] 	[20]
33   15    80    76     136    10     [] 	[] 	[10]
34   10    35    76     136    10     [] 	[] 	[20]
35   10    40    104    164    10     [] 	[] 	[30]
36   8     40    44     104    10     [] 	[] 	[40]
37   8     45    49     109    10     [] 	[] 	[20]
38   5     35    127    187    10     [] 	[] 	[10]
39   5     45    35     95     10     [] 	[] 	[10]
40   2     40    43     103    10     [] 	[] 	[20]
41   0     40    57     117    10     [] 	[] 	[20]
42   0     45    129    189    10     [] 	[] 	[20]
43   44    5     72     132    10     [] 	[] 	[20]
44   42    10    57     117    10     [] 	[] 	[40]
45   42    15    107    167    10     [] 	[] 	[10]
46   40    5     52     112    10     [] 	[] 	[10]
47   40    15    77     137    10     [] 	[] 	[40]
48   38    5     50     110    10     [] 	[] 	[30]
49   38    15    133    193    10     [] 	[] 	[10]
50   35    5     124    184    10     [] 	[] 	[20]
51   95    30    100    160    10     [] 	[] 	[30]
52   95    35    57     117    10     [] 	[] 	[20]
53   92    30    55     115    10     [] 	[] 	[10]
54   90    35    52     112    10     [] 	[] 	[10]
55   88    30    59     119    10     [] 	[] 	[10]
56   88    35    50     110    10     [] 	[] 	[20]
57   87    30    116    176    10     [] 	[] 	[10]
58   85    25    51     111    10     [] 	[] 	[10]
59   85    35    96     156    10     [] 	[] 	[30]
60   67    85    124    184    10     [] 	[] 	[20]
61   65    85    43     103    10     [] 	[] 	[40]
62   65    82    109    169    10     [] 	[] 	[10]
63   62    80    60     120    10     [] 	[] 	[30]
64   60    80    36     96     10     [] 	[] 	[10]
65   60    85    70     130    10     [] 	[] 	[30]
66   58    75    77     137    10     [] 	[] 	[20]
67   55    80    33     93     10     [] 	[] 	[10]
68   55    85    113    173    10     [] 	[] 	[20]
69   55    82    49     109    10     [] 	[] 	[10]
70   20    82    37     97     10     [] 	[] 	[10]
71   18    80    98     158    10     [] 	[] 	[10]
72   2     45    38     98     10     [] 	[] 	[10]
73   42    5     124    184    10     [] 	[] 	[10]
74   42    12    89     149    10     [] 	[] 	[10]
75   72    35    101    161    10     [] 	[] 	[30]
76   55    20    68     128    10     [] 	[] 	[19]
77   25    30    37     97     10     [] 	[] 	[3]
78   20    50    76     136    10     [] 	[] 	[5]
79   55    60    124    184    10     [] 	[] 	[16]
80   30    60    125    185    10     [] 	[] 	[16]
81   50    35    115    175    10     [] 	[] 	[19]
82   30    25    81     141    10     [] 	[] 	[23]
83   15    10    122    182    10     [] 	[] 	[20]
84   10    20    42     102    10     [] 	[] 	[19]
85   15    60    140    200    10     [] 	[] 	[17]
86   45    65    51     111    10     [] 	[] 	[9]
87   65    35    37     97     10     [] 	[] 	[3]
88   65    20    39     99     10     [] 	[] 	[6]
89   45    30    38     98     10     [] 	[] 	[17]
90   35    40    11     71     10     [] 	[] 	[16]
91   41    37    118    178    10     [] 	[] 	[16]
92   64    42    55     115    10     [] 	[] 	[9]
93   40    60    129    189    10     [] 	[] 	[21]
94   31    52    26     86     10     [] 	[] 	[27]
95   35    69    150    210    10     [] 	[] 	[23]
96   65    55    50     110    10     [] 	[] 	[14]
97   63    65    27     87     10     [] 	[] 	[8]
98   2     60    62     122    10     [] 	[] 	[5]
99   20    20    126    186    10     [] 	[] 	[8]
