RC201.100

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      0       0       1

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      960    0      [] 	[] 	[]
1    40    50    0      960    0      [] 	[] 	[1000]
2    40    50    0      960    0      [] 	[] 	[1000]
3    40    50    0      960    0      [] 	[] 	[1000]
4    40    50    0      960    0      [] 	[] 	[1000]
5    40    50    0      960    0      [] 	[] 	[1000]
6    40    50    0      960    0      [] 	[] 	[1000]
7    40    50    0      960    0      [] 	[] 	[1000]
8    40    50    0      960    0      [] 	[] 	[1000]
9    40    50    0      960    0      [] 	[] 	[1000]
10   40    50    0      960    0      [] 	[] 	[1000]
11   40    50    0      960    0      [] 	[] 	[1000]
12   40    50    0      960    0      [] 	[] 	[1000]
13   40    50    0      960    0      [] 	[] 	[1000]
14   40    50    0      960    0      [] 	[] 	[1000]
15   40    50    0      960    0      [] 	[] 	[1000]
16   40    50    0      960    0      [] 	[] 	[1000]
17   40    50    0      960    0      [] 	[] 	[1000]
18   40    50    0      960    0      [] 	[] 	[1000]
19   40    50    0      960    0      [] 	[] 	[1000]
20   40    50    0      960    0      [] 	[] 	[1000]
21   40    50    0      960    0      [] 	[] 	[1000]
22   40    50    0      960    0      [] 	[] 	[1000]
23   40    50    0      960    0      [] 	[] 	[1000]
24   40    50    0      960    0      [] 	[] 	[1000]
25   40    50    0      960    0      [] 	[] 	[1000]
26   25    85    673    793    10     [] 	[] 	[20]
27   22    75    152    272    10     [] 	[] 	[30]
28   22    85    471    591    10     [] 	[] 	[10]
29   20    80    644    764    10     [] 	[] 	[40]
30   20    85    73     193    10     [] 	[] 	[20]
31   18    75    388    508    10     [] 	[] 	[20]
32   15    75    300    420    10     [] 	[] 	[20]
33   15    80    367    487    10     [] 	[] 	[10]
34   10    35    371    491    10     [] 	[] 	[20]
35   10    40    519    639    10     [] 	[] 	[30]
36   8     40    195    315    10     [] 	[] 	[40]
37   8     45    223    343    10     [] 	[] 	[20]
38   5     35    653    773    10     [] 	[] 	[10]
39   5     45    35     155    10     [] 	[] 	[10]
40   2     40    174    294    10     [] 	[] 	[20]
41   0     40    255    375    10     [] 	[] 	[20]
42   0     45    703    823    10     [] 	[] 	[20]
43   44    5     335    455    10     [] 	[] 	[20]
44   42    10    254    374    10     [] 	[] 	[40]
45   42    15    537    657    10     [] 	[] 	[10]
46   40    5     215    335    10     [] 	[] 	[10]
47   40    15    375    495    10     [] 	[] 	[40]
48   38    5     201    321    10     [] 	[] 	[30]
49   38    15    681    801    10     [] 	[] 	[10]
50   35    5     784    904    10     [] 	[] 	[20]
51   95    30    529    649    10     [] 	[] 	[30]
52   95    35    146    266    10     [] 	[] 	[20]
53   92    30    149    269    10     [] 	[] 	[10]
54   90    35    194    314    10     [] 	[] 	[10]
55   88    30    246    366    10     [] 	[] 	[10]
56   88    35    165    285    10     [] 	[] 	[20]
57   87    30    621    741    10     [] 	[] 	[10]
58   85    25    80     200    10     [] 	[] 	[10]
59   85    35    487    607    10     [] 	[] 	[30]
60   67    85    657    777    10     [] 	[] 	[20]
61   65    85    43     163    10     [] 	[] 	[40]
62   65    82    557    677    10     [] 	[] 	[10]
63   62    80    278    398    10     [] 	[] 	[30]
64   60    80    64     184    10     [] 	[] 	[10]
65   60    85    329    449    10     [] 	[] 	[30]
66   58    75    376    496    10     [] 	[] 	[20]
67   55    80    33     153    10     [] 	[] 	[10]
68   55    85    574    694    10     [] 	[] 	[20]
69   55    82    217    337    10     [] 	[] 	[10]
70   20    82    37     157    10     [] 	[] 	[10]
71   18    80    489    609    10     [] 	[] 	[10]
72   2     45    105    225    10     [] 	[] 	[10]
73   42    5     732    852    10     [] 	[] 	[10]
74   42    12    440    560    10     [] 	[] 	[10]
75   72    35    507    627    10     [] 	[] 	[30]
76   55    20    326    446    10     [] 	[] 	[19]
77   25    30    175    295    10     [] 	[] 	[3]
78   20    50    375    495    10     [] 	[] 	[5]
79   55    60    601    721    10     [] 	[] 	[16]
80   30    60    599    719    10     [] 	[] 	[16]
81   50    35    557    677    10     [] 	[] 	[19]
82   30    25    397    517    10     [] 	[] 	[23]
83   15    10    782    902    10     [] 	[] 	[20]
84   10    20    42     162    10     [] 	[] 	[19]
85   15    60    694    814    10     [] 	[] 	[17]
86   45    65    258    378    10     [] 	[] 	[9]
87   65    35    167    287    10     [] 	[] 	[3]
88   65    20    39     159    10     [] 	[] 	[6]
89   45    30    191    311    10     [] 	[] 	[17]
90   35    40    11     131    10     [] 	[] 	[16]
91   41    37    566    686    10     [] 	[] 	[16]
92   64    42    268    388    10     [] 	[] 	[9]
93   40    60    612    732    10     [] 	[] 	[21]
94   31    52    157    277    10     [] 	[] 	[27]
95   35    69    810    930    10     [] 	[] 	[23]
96   65    55    241    361    10     [] 	[] 	[14]
97   63    65    60     180    10     [] 	[] 	[8]
98   2     60    286    406    10     [] 	[] 	[5]
99   20    20    645    765    10     [] 	[] 	[8]
100  5     5     232    352    10     [] 	[] 	[16]
101  60    12    268    388    10     [] 	[] 	[31]
102  23    3     764    884    10     [] 	[] 	[7]
103  8     56    365    485    10     [] 	[] 	[27]
104  6     68    352    472    10     [] 	[] 	[30]
105  47    47    822    942    10     [] 	[] 	[13]
106  49    58    355    475    10     [] 	[] 	[10]
107  27    43    152    272    10     [] 	[] 	[9]
108  37    31    105    225    10     [] 	[] 	[14]
109  57    29    395    515    10     [] 	[] 	[18]
110  63    23    344    464    10     [] 	[] 	[2]
111  21    24    349    469    10     [] 	[] 	[28]
112  12    24    359    479    10     [] 	[] 	[13]
113  24    58    260    380    10     [] 	[] 	[19]
114  67    5     713    833    10     [] 	[] 	[25]
115  37    47    359    479    10     [] 	[] 	[6]
116  49    42    719    839    10     [] 	[] 	[13]
117  53    43    14     134    10     [] 	[] 	[14]
118  61    52    808    928    10     [] 	[] 	[3]
119  57    48    392    512    10     [] 	[] 	[23]
120  56    37    100    220    10     [] 	[] 	[6]
121  55    54    562    682    10     [] 	[] 	[26]
122  4     18    547    667    10     [] 	[] 	[35]
123  26    52    172    292    10     [] 	[] 	[9]
124  26    35    308    428    10     [] 	[] 	[15]
125  31    67    810    930    10     [] 	[] 	[3]
