R109.100

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      0       0       1

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      230    0      [] 	[] 	[]
1    35    35    0      230    0      [] 	[] 	[200]
2    35    35    0      230    0      [] 	[] 	[200]
3    35    35    0      230    0      [] 	[] 	[200]
4    35    35    0      230    0      [] 	[] 	[200]
5    35    35    0      230    0      [] 	[] 	[200]
6    35    35    0      230    0      [] 	[] 	[200]
7    35    35    0      230    0      [] 	[] 	[200]
8    35    35    0      230    0      [] 	[] 	[200]
9    35    35    0      230    0      [] 	[] 	[200]
10   35    35    0      230    0      [] 	[] 	[200]
11   35    35    0      230    0      [] 	[] 	[200]
12   35    35    0      230    0      [] 	[] 	[200]
13   35    35    0      230    0      [] 	[] 	[200]
14   35    35    0      230    0      [] 	[] 	[200]
15   35    35    0      230    0      [] 	[] 	[200]
16   35    35    0      230    0      [] 	[] 	[200]
17   35    35    0      230    0      [] 	[] 	[200]
18   35    35    0      230    0      [] 	[] 	[200]
19   35    35    0      230    0      [] 	[] 	[200]
20   35    35    0      230    0      [] 	[] 	[200]
21   35    35    0      230    0      [] 	[] 	[200]
22   35    35    0      230    0      [] 	[] 	[200]
23   35    35    0      230    0      [] 	[] 	[200]
24   35    35    0      230    0      [] 	[] 	[200]
25   35    35    0      230    0      [] 	[] 	[200]
26   41    49    133    198    10     [] 	[] 	[10]
27   35    17    22     87     10     [] 	[] 	[7]
28   55    45    98     143    10     [] 	[] 	[13]
29   55    20    123    184    10     [] 	[] 	[19]
30   15    30    20     93     10     [] 	[] 	[26]
31   25    30    76     131    10     [] 	[] 	[3]
32   20    50    61     110    10     [] 	[] 	[5]
33   10    43    75     124    10     [] 	[] 	[9]
34   55    60    74     129    10     [] 	[] 	[16]
35   30    60    107    150    10     [] 	[] 	[16]
36   20    65    42     101    10     [] 	[] 	[12]
37   50    35    38     97     10     [] 	[] 	[19]
38   30    25    131    196    10     [] 	[] 	[23]
39   15    10    32     114    10     [] 	[] 	[20]
40   30    5     35     96     10     [] 	[] 	[8]
41   10    20    52     107    10     [] 	[] 	[19]
42   5     30    124    189    10     [] 	[] 	[2]
43   20    40    69     114    10     [] 	[] 	[12]
44   15    60    52     109    10     [] 	[] 	[17]
45   45    65    105    156    10     [] 	[] 	[9]
46   45    20    37     96     10     [] 	[] 	[11]
47   45    10    76     127    10     [] 	[] 	[18]
48   55    5     43     102    10     [] 	[] 	[29]
49   65    35    124    190    10     [] 	[] 	[3]
50   65    20    121    186    10     [] 	[] 	[6]
51   45    30    112    161    10     [] 	[] 	[17]
52   35    40    8      75     10     [] 	[] 	[16]
53   41    37    11     76     10     [] 	[] 	[16]
54   64    42    37     98     10     [] 	[] 	[9]
55   40    60    49     102    10     [] 	[] 	[21]
56   31    52    24     85     10     [] 	[] 	[27]
57   35    69    116    175    10     [] 	[] 	[23]
58   53    52    24     92     10     [] 	[] 	[11]
59   65    55    96     147    10     [] 	[] 	[14]
60   63    65    116    178    10     [] 	[] 	[8]
61   2     60    41     112    10     [] 	[] 	[5]
62   20    20    113    164    10     [] 	[] 	[8]
63   5     5     60     115    10     [] 	[] 	[16]
64   60    12    33     110    10     [] 	[] 	[31]
65   40    25    65     114    10     [] 	[] 	[9]
66   42    7     72     131    10     [] 	[] 	[5]
67   24    12    25     91     10     [] 	[] 	[5]
68   23    3     111    162    10     [] 	[] 	[7]
69   11    14    45     102    10     [] 	[] 	[18]
70   6     38    29     99     10     [] 	[] 	[16]
71   2     48    92     151    10     [] 	[] 	[1]
72   8     56    34     105    10     [] 	[] 	[27]
73   13    52    128    192    10     [] 	[] 	[36]
74   6     68    93     132    10     [] 	[] 	[30]
