R105.100

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      0       0       1

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      230    0      [] 	[] 	[]
1    35    35    0      230    0      [] 	[] 	[200]
2    35    35    0      230    0      [] 	[] 	[200]
3    35    35    0      230    0      [] 	[] 	[200]
4    35    35    0      230    0      [] 	[] 	[200]
5    35    35    0      230    0      [] 	[] 	[200]
6    35    35    0      230    0      [] 	[] 	[200]
7    35    35    0      230    0      [] 	[] 	[200]
8    35    35    0      230    0      [] 	[] 	[200]
9    35    35    0      230    0      [] 	[] 	[200]
10   35    35    0      230    0      [] 	[] 	[200]
11   35    35    0      230    0      [] 	[] 	[200]
12   35    35    0      230    0      [] 	[] 	[200]
13   35    35    0      230    0      [] 	[] 	[200]
14   35    35    0      230    0      [] 	[] 	[200]
15   35    35    0      230    0      [] 	[] 	[200]
16   35    35    0      230    0      [] 	[] 	[200]
17   35    35    0      230    0      [] 	[] 	[200]
18   35    35    0      230    0      [] 	[] 	[200]
19   35    35    0      230    0      [] 	[] 	[200]
20   35    35    0      230    0      [] 	[] 	[200]
21   35    35    0      230    0      [] 	[] 	[200]
22   35    35    0      230    0      [] 	[] 	[200]
23   35    35    0      230    0      [] 	[] 	[200]
24   35    35    0      230    0      [] 	[] 	[200]
25   35    35    0      230    0      [] 	[] 	[200]
26   41    49    151    181    10     [] 	[] 	[10]
27   35    17    40     70     10     [] 	[] 	[7]
28   55    45    106    136    10     [] 	[] 	[13]
29   55    20    139    169    10     [] 	[] 	[19]
30   15    30    24     54     10     [] 	[] 	[26]
31   25    30    89     119    10     [] 	[] 	[3]
32   20    50    71     101    10     [] 	[] 	[5]
33   10    43    85     115    10     [] 	[] 	[9]
34   55    60    87     117    10     [] 	[] 	[16]
35   30    60    114    144    10     [] 	[] 	[16]
36   20    65    57     87     10     [] 	[] 	[12]
37   50    35    53     83     10     [] 	[] 	[19]
38   30    25    149    179    10     [] 	[] 	[23]
39   15    10    32     62     10     [] 	[] 	[20]
40   30    5     51     81     10     [] 	[] 	[8]
41   10    20    65     95     10     [] 	[] 	[19]
42   5     30    147    177    10     [] 	[] 	[2]
43   20    40    77     107    10     [] 	[] 	[12]
44   15    60    66     96     10     [] 	[] 	[17]
45   45    65    116    146    10     [] 	[] 	[9]
46   45    20    52     82     10     [] 	[] 	[11]
47   45    10    87     117    10     [] 	[] 	[18]
48   55    5     58     88     10     [] 	[] 	[29]
49   65    35    143    173    10     [] 	[] 	[3]
50   65    20    156    186    10     [] 	[] 	[6]
51   45    30    122    152    10     [] 	[] 	[17]
52   35    40    27     57     10     [] 	[] 	[16]
53   41    37    29     59     10     [] 	[] 	[16]
54   64    42    53     83     10     [] 	[] 	[9]
55   40    60    61     91     10     [] 	[] 	[21]
56   31    52    40     70     10     [] 	[] 	[27]
57   35    69    131    161    10     [] 	[] 	[23]
58   53    52    27     57     10     [] 	[] 	[11]
59   65    55    107    137    10     [] 	[] 	[14]
60   63    65    133    163    10     [] 	[] 	[8]
61   2     60    41     71     10     [] 	[] 	[5]
62   20    20    124    154    10     [] 	[] 	[8]
63   5     5     73     103    10     [] 	[] 	[16]
64   60    12    34     64     10     [] 	[] 	[31]
65   40    25    75     105    10     [] 	[] 	[9]
66   42    7     87     117    10     [] 	[] 	[5]
67   24    12    25     55     10     [] 	[] 	[5]
68   23    3     122    152    10     [] 	[] 	[7]
69   11    14    59     89     10     [] 	[] 	[18]
70   6     38    29     59     10     [] 	[] 	[16]
71   2     48    107    137    10     [] 	[] 	[1]
72   8     56    41     71     10     [] 	[] 	[27]
73   13    52    155    185    10     [] 	[] 	[36]
74   6     68    98     128    10     [] 	[] 	[30]
