C207.100

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      0       0       1

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      3390   0      [] 	[] 	[]
1    40    50    0      3390   0      [] 	[] 	[700]
2    40    50    0      3390   0      [] 	[] 	[700]
3    40    50    0      3390   0      [] 	[] 	[700]
4    40    50    0      3390   0      [] 	[] 	[700]
5    40    50    0      3390   0      [] 	[] 	[700]
6    40    50    0      3390   0      [] 	[] 	[700]
7    40    50    0      3390   0      [] 	[] 	[700]
8    40    50    0      3390   0      [] 	[] 	[700]
9    40    50    0      3390   0      [] 	[] 	[700]
10   40    50    0      3390   0      [] 	[] 	[700]
11   40    50    0      3390   0      [] 	[] 	[700]
12   40    50    0      3390   0      [] 	[] 	[700]
13   40    50    0      3390   0      [] 	[] 	[700]
14   40    50    0      3390   0      [] 	[] 	[700]
15   40    50    0      3390   0      [] 	[] 	[700]
16   40    50    0      3390   0      [] 	[] 	[700]
17   40    50    0      3390   0      [] 	[] 	[700]
18   40    50    0      3390   0      [] 	[] 	[700]
19   40    50    0      3390   0      [] 	[] 	[700]
20   40    50    0      3390   0      [] 	[] 	[700]
21   40    50    0      3390   0      [] 	[] 	[700]
22   40    50    0      3390   0      [] 	[] 	[700]
23   40    50    0      3390   0      [] 	[] 	[700]
24   40    50    0      3390   0      [] 	[] 	[700]
25   40    50    0      3390   0      [] 	[] 	[700]
26   52    75    302    479    90     [] 	[] 	[10]
27   45    70    157    428    90     [] 	[] 	[30]
28   62    69    1138   1355   90     [] 	[] 	[10]
29   60    66    1247   1434   90     [] 	[] 	[10]
30   42    65    15     208    90     [] 	[] 	[10]
31   16    42    209    944    90     [] 	[] 	[20]
32   58    70    1059   1246   90     [] 	[] 	[20]
33   34    60    2035   3288   90     [] 	[] 	[20]
34   28    70    2090   3271   90     [] 	[] 	[10]
35   35    66    2311   3283   90     [] 	[] 	[10]
36   35    69    2428   3127   90     [] 	[] 	[10]
37   25    85    1772   2625   90     [] 	[] 	[20]
38   22    75    2135   2834   90     [] 	[] 	[30]
39   22    85    1586   2625   90     [] 	[] 	[10]
40   20    80    1858   2733   90     [] 	[] 	[40]
41   20    85    1512   2515   90     [] 	[] 	[40]
42   18    75    1895   2886   90     [] 	[] 	[20]
43   15    75    1299   2344   90     [] 	[] 	[20]
44   15    80    1461   2372   90     [] 	[] 	[10]
45   30    50    10     963    90     [] 	[] 	[10]
46   30    56    2062   3288   90     [] 	[] 	[20]
47   28    52    12     752    90     [] 	[] 	[20]
48   14    66    1316   2129   90     [] 	[] 	[10]
49   25    50    15     532    90     [] 	[] 	[10]
50   22    66    2177   2990   90     [] 	[] 	[40]
51   8     62    1036   2213   90     [] 	[] 	[10]
52   23    52    17     602    90     [] 	[] 	[10]
53   4     55    1010   2043   90     [] 	[] 	[20]
54   20    50    20     948    90     [] 	[] 	[10]
55   20    55    63     702    90     [] 	[] 	[10]
56   10    35    309    1412   90     [] 	[] 	[20]
57   10    40    336    1009   90     [] 	[] 	[30]
58   8     40    234    1295   90     [] 	[] 	[40]
59   8     45    954    1897   90     [] 	[] 	[20]
60   5     35    377    1534   90     [] 	[] 	[10]
61   5     45    819    1846   90     [] 	[] 	[10]
62   2     40    494    1607   90     [] 	[] 	[20]
63   0     40    637    1648   90     [] 	[] 	[30]
64   0     45    834    1641   90     [] 	[] 	[20]
65   36    18    1468   2329   90     [] 	[] 	[10]
66   35    32    2480   3195   90     [] 	[] 	[10]
67   33    32    2421   3070   90     [] 	[] 	[20]
68   33    35    2368   2937   90     [] 	[] 	[10]
69   32    20    1621   2364   90     [] 	[] 	[10]
70   30    30    1805   2564   90     [] 	[] 	[10]
71   34    25    1782   2395   90     [] 	[] 	[30]
72   30    35    2242   2877   90     [] 	[] 	[10]
73   36    40    2605   3266   90     [] 	[] 	[10]
74   48    20    812    1281   90     [] 	[] 	[10]
75   26    32    1842   2901   90     [] 	[] 	[10]
76   25    30    1883   2676   90     [] 	[] 	[10]
77   25    35    2070   2859   90     [] 	[] 	[10]
78   44    5     1078   1593   90     [] 	[] 	[20]
79   42    10    998    1481   90     [] 	[] 	[40]
80   42    15    897    1392   90     [] 	[] 	[10]
81   40    5     1083   1776   90     [] 	[] 	[30]
82   38    15    1426   2183   90     [] 	[] 	[40]
83   38    5     1133   1910   90     [] 	[] 	[30]
84   38    10    1392   2027   90     [] 	[] 	[10]
85   35    5     1180   2049   90     [] 	[] 	[20]
86   50    30    223    738    90     [] 	[] 	[10]
87   50    35    18     474    90     [] 	[] 	[20]
88   50    40    14     360    90     [] 	[] 	[50]
89   48    30    246    899    90     [] 	[] 	[10]
90   44    25    704    1197   90     [] 	[] 	[10]
91   47    35    393    942    90     [] 	[] 	[10]
92   47    40    12     424    90     [] 	[] 	[10]
93   42    30    641    1070   90     [] 	[] 	[10]
94   45    35    534    985    90     [] 	[] 	[10]
