RC107.100

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      0       0       1

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      240    0      [] 	[] 	[]
1    40    50    0      240    0      [] 	[] 	[200]
2    40    50    0      240    0      [] 	[] 	[200]
3    40    50    0      240    0      [] 	[] 	[200]
4    40    50    0      240    0      [] 	[] 	[200]
5    40    50    0      240    0      [] 	[] 	[200]
6    40    50    0      240    0      [] 	[] 	[200]
7    40    50    0      240    0      [] 	[] 	[200]
8    40    50    0      240    0      [] 	[] 	[200]
9    40    50    0      240    0      [] 	[] 	[200]
10   40    50    0      240    0      [] 	[] 	[200]
11   40    50    0      240    0      [] 	[] 	[200]
12   40    50    0      240    0      [] 	[] 	[200]
13   40    50    0      240    0      [] 	[] 	[200]
14   40    50    0      240    0      [] 	[] 	[200]
15   40    50    0      240    0      [] 	[] 	[200]
16   40    50    0      240    0      [] 	[] 	[200]
17   40    50    0      240    0      [] 	[] 	[200]
18   40    50    0      240    0      [] 	[] 	[200]
19   40    50    0      240    0      [] 	[] 	[200]
20   40    50    0      240    0      [] 	[] 	[200]
21   40    50    0      240    0      [] 	[] 	[200]
22   40    50    0      240    0      [] 	[] 	[200]
23   40    50    0      240    0      [] 	[] 	[200]
24   40    50    0      240    0      [] 	[] 	[200]
25   40    50    0      240    0      [] 	[] 	[200]
26   25    85    125    191    10     [] 	[] 	[20]
27   22    75    32     97     10     [] 	[] 	[30]
28   22    85    101    146    10     [] 	[] 	[10]
29   20    80    71     193    10     [] 	[] 	[40]
30   20    85    40     113    10     [] 	[] 	[20]
31   18    75    55     164    10     [] 	[] 	[20]
32   15    75    69     118    10     [] 	[] 	[20]
33   15    80    56     155    10     [] 	[] 	[10]
34   10    35    51     160    10     [] 	[] 	[20]
35   10    40    90     177    10     [] 	[] 	[30]
36   8     40    33     152    10     [] 	[] 	[40]
37   8     45    49     108    10     [] 	[] 	[20]
38   5     35    62     191    10     [] 	[] 	[10]
39   5     45    35     117    10     [] 	[] 	[10]
40   2     40    39     161    10     [] 	[] 	[20]
41   0     40    59     114    10     [] 	[] 	[20]
42   0     45    60     189    10     [] 	[] 	[20]
43   44    5     79     124    10     [] 	[] 	[20]
44   42    10    58     115    10     [] 	[] 	[40]
45   42    15    111    162    10     [] 	[] 	[10]
46   40    5     52     111    10     [] 	[] 	[10]
47   40    15    55     158    10     [] 	[] 	[40]
48   38    5     45     164    10     [] 	[] 	[30]
49   38    15    128    194    10     [] 	[] 	[10]
50   35    5     54     184    10     [] 	[] 	[20]
51   95    30    105    154    10     [] 	[] 	[30]
52   95    35    57     172    10     [] 	[] 	[20]
53   92    30    55     120    10     [] 	[] 	[10]
54   90    35    52     112    10     [] 	[] 	[10]
55   88    30    52     159    10     [] 	[] 	[10]
56   88    35    50     110    10     [] 	[] 	[20]
57   87    30    116    175    10     [] 	[] 	[10]
58   85    25    51     178    10     [] 	[] 	[10]
59   85    35    100    151    10     [] 	[] 	[30]
60   67    85    61     185    10     [] 	[] 	[20]
61   65    85    43     186    10     [] 	[] 	[40]
62   65    82    113    164    10     [] 	[] 	[10]
63   62    80    37     148    10     [] 	[] 	[30]
64   60    80    36     191    10     [] 	[] 	[10]
65   60    85    50     149    10     [] 	[] 	[30]
66   58    75    48     165    10     [] 	[] 	[20]
67   55    80    33     166    10     [] 	[] 	[10]
68   55    85    117    168    10     [] 	[] 	[20]
69   55    82    35     148    10     [] 	[] 	[10]
70   20    82    37     177    10     [] 	[] 	[10]
71   18    80    98     157    10     [] 	[] 	[10]
72   2     45    38     109    10     [] 	[] 	[10]
73   42    5     120    184    10     [] 	[] 	[10]
74   42    12    79     158    10     [] 	[] 	[10]
75   72    35    104    157    10     [] 	[] 	[30]
76   55    20    69     126    10     [] 	[] 	[19]
77   25    30    36     97     10     [] 	[] 	[3]
78   20    50    57     154    10     [] 	[] 	[5]
79   55    60    127    180    10     [] 	[] 	[16]
80   30    60    95     214    10     [] 	[] 	[16]
81   50    35    88     201    10     [] 	[] 	[19]
82   30    25    82     139    10     [] 	[] 	[23]
83   15    10    56     182    10     [] 	[] 	[20]
84   10    20    42     125    10     [] 	[] 	[19]
85   15    60    137    202    10     [] 	[] 	[17]
86   45    65    55     106    10     [] 	[] 	[9]
87   65    35    29     158    10     [] 	[] 	[3]
88   65    20    39     108    10     [] 	[] 	[6]
89   45    30    20     139    10     [] 	[] 	[17]
90   35    40    11     140    10     [] 	[] 	[16]
91   41    37    92     203    10     [] 	[] 	[16]
92   64    42    28     141    10     [] 	[] 	[9]
93   40    60    100    217    10     [] 	[] 	[21]
94   31    52    9      134    10     [] 	[] 	[27]
95   35    69    60     210    10     [] 	[] 	[23]
96   65    55    52     107    10     [] 	[] 	[14]
97   63    65    27     101    10     [] 	[] 	[8]
98   2     60    65     118    10     [] 	[] 	[5]
99   20    20    72     193    10     [] 	[] 	[8]
