R210.100

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      0       0       1

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      1000   0      [] 	[] 	[]
1    35    35    0      1000   0      [] 	[] 	[1000]
2    35    35    0      1000   0      [] 	[] 	[1000]
3    35    35    0      1000   0      [] 	[] 	[1000]
4    35    35    0      1000   0      [] 	[] 	[1000]
5    35    35    0      1000   0      [] 	[] 	[1000]
6    35    35    0      1000   0      [] 	[] 	[1000]
7    35    35    0      1000   0      [] 	[] 	[1000]
8    35    35    0      1000   0      [] 	[] 	[1000]
9    35    35    0      1000   0      [] 	[] 	[1000]
10   35    35    0      1000   0      [] 	[] 	[1000]
11   35    35    0      1000   0      [] 	[] 	[1000]
12   35    35    0      1000   0      [] 	[] 	[1000]
13   35    35    0      1000   0      [] 	[] 	[1000]
14   35    35    0      1000   0      [] 	[] 	[1000]
15   35    35    0      1000   0      [] 	[] 	[1000]
16   35    35    0      1000   0      [] 	[] 	[1000]
17   35    35    0      1000   0      [] 	[] 	[1000]
18   35    35    0      1000   0      [] 	[] 	[1000]
19   35    35    0      1000   0      [] 	[] 	[1000]
20   35    35    0      1000   0      [] 	[] 	[1000]
21   35    35    0      1000   0      [] 	[] 	[1000]
22   35    35    0      1000   0      [] 	[] 	[1000]
23   35    35    0      1000   0      [] 	[] 	[1000]
24   35    35    0      1000   0      [] 	[] 	[1000]
25   35    35    0      1000   0      [] 	[] 	[1000]
26   41    49    190    974    10     [] 	[] 	[10]
27   35    17    18     792    10     [] 	[] 	[7]
28   55    45    289    822    10     [] 	[] 	[13]
29   55    20    679    800    10     [] 	[] 	[19]
30   15    30    20     906    10     [] 	[] 	[26]
31   25    30    355    574    10     [] 	[] 	[3]
32   20    50    72     669    10     [] 	[] 	[5]
33   10    43    393    492    10     [] 	[] 	[9]
34   55    60    394    503    10     [] 	[] 	[16]
35   30    60    517    692    10     [] 	[] 	[16]
36   20    65    206    325    10     [] 	[] 	[12]
37   50    35    15     725    10     [] 	[] 	[19]
38   30    25    694    823    10     [] 	[] 	[23]
39   15    10    32     694    10     [] 	[] 	[20]
40   30    5     176    299    10     [] 	[] 	[8]
41   10    20    102    543    10     [] 	[] 	[19]
42   5     30    673    930    10     [] 	[] 	[2]
43   20    40    229    582    10     [] 	[] 	[12]
44   15    60    95     552    10     [] 	[] 	[17]
45   45    65    418    829    10     [] 	[] 	[9]
46   45    20    18     727    10     [] 	[] 	[11]
47   45    10    349    554    10     [] 	[] 	[18]
48   55    5     206    325    10     [] 	[] 	[29]
49   65    35    435    960    10     [] 	[] 	[3]
50   65    20    826    956    10     [] 	[] 	[6]
51   45    30    328    927    10     [] 	[] 	[17]
52   35    40    44     315    10     [] 	[] 	[16]
53   41    37    6      526    10     [] 	[] 	[16]
54   64    42    29     513    10     [] 	[] 	[9]
55   40    60    199    414    10     [] 	[] 	[21]
56   31    52    17     744    10     [] 	[] 	[27]
57   35    69    482    955    10     [] 	[] 	[23]
58   53    52    24     299    10     [] 	[] 	[11]
59   65    55    265    878    10     [] 	[] 	[14]
60   63    65    626    873    10     [] 	[] 	[8]
61   2     60    41     328    10     [] 	[] 	[5]
62   20    20    339    960    10     [] 	[] 	[8]
63   5     5     298    409    10     [] 	[] 	[16]
64   60    12    33     344    10     [] 	[] 	[31]
65   40    25    300    497    10     [] 	[] 	[9]
66   42    7     336    571    10     [] 	[] 	[5]
67   24    12    25     292    10     [] 	[] 	[5]
68   23    3     458    867    10     [] 	[] 	[7]
69   11    14    230    343    10     [] 	[] 	[18]
70   6     38    29     309    10     [] 	[] 	[16]
71   2     48    338    805    10     [] 	[] 	[1]
72   8     56    34     602    10     [] 	[] 	[27]
73   13    52    200    962    10     [] 	[] 	[36]
74   6     68    441    600    10     [] 	[] 	[30]
75   47    47    272    917    10     [] 	[] 	[13]
76   49    58    176    625    10     [] 	[] 	[10]
77   27    43    11     748    10     [] 	[] 	[9]
78   37    31    403    500    10     [] 	[] 	[14]
79   57    29    475    900    10     [] 	[] 	[18]
80   63    23    620    739    10     [] 	[] 	[2]
81   53    12    525    752    10     [] 	[] 	[6]
82   32    12    246    705    10     [] 	[] 	[7]
83   36    26    854    980    10     [] 	[] 	[18]
84   21    24    17     972    10     [] 	[] 	[28]
85   17    34    449    971    10     [] 	[] 	[3]
86   12    24    126    541    10     [] 	[] 	[13]
87   24    58    168    297    10     [] 	[] 	[19]
88   27    69    34     588    10     [] 	[] 	[10]
89   15    77    154    393    10     [] 	[] 	[9]
90   62    77    49     308    10     [] 	[] 	[20]
91   49    73    532    753    10     [] 	[] 	[25]
92   67    5     291    404    10     [] 	[] 	[25]
93   56    39    577    812    10     [] 	[] 	[36]
94   37    47    165    290    10     [] 	[] 	[6]
95   37    56    668    968    10     [] 	[] 	[5]
96   57    68    98     537    10     [] 	[] 	[15]
97   47    16    22     915    10     [] 	[] 	[25]
98   44    17    143    564    10     [] 	[] 	[9]
99   46    13    681    802    10     [] 	[] 	[8]
100  49    11    27     711    10     [] 	[] 	[18]
101  49    42    281    382    10     [] 	[] 	[13]
102  53    43    821    948    10     [] 	[] 	[14]
103  61    52    324    559    10     [] 	[] 	[3]
104  57    48    377    476    10     [] 	[] 	[23]
105  56    37    719    968    10     [] 	[] 	[6]
106  55    54    268    599    10     [] 	[] 	[26]
107  15    47    23     761    10     [] 	[] 	[16]
108  14    37    21     842    10     [] 	[] 	[11]
109  11    31    425    522    10     [] 	[] 	[7]
110  16    22    110    727    10     [] 	[] 	[41]
111  4     18    230    623    10     [] 	[] 	[35]
112  28    18    397    470    10     [] 	[] 	[26]
113  26    52    219    448    10     [] 	[] 	[9]
114  26    35    409    981    10     [] 	[] 	[15]
115  31    67    225    654    10     [] 	[] 	[3]
116  15    19    222    964    10     [] 	[] 	[1]
117  22    22    18     159    10     [] 	[] 	[2]
118  18    24    691    969    10     [] 	[] 	[22]
119  26    27    190    749    10     [] 	[] 	[27]
120  25    24    14     793    10     [] 	[] 	[20]
121  22    27    344    953    10     [] 	[] 	[11]
122  25    21    462    823    10     [] 	[] 	[12]
123  19    21    21     748    10     [] 	[] 	[10]
124  20    26    328    437    10     [] 	[] 	[9]
125  18    18    821    965    10     [] 	[] 	[17]
