C101.100

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      0       0       1

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      1236   0      [] 	[] 	[]
1    40    50    0      1236   0      [] 	[] 	[200]
2    40    50    0      1236   0      [] 	[] 	[200]
3    40    50    0      1236   0      [] 	[] 	[200]
4    40    50    0      1236   0      [] 	[] 	[200]
5    40    50    0      1236   0      [] 	[] 	[200]
6    40    50    0      1236   0      [] 	[] 	[200]
7    40    50    0      1236   0      [] 	[] 	[200]
8    40    50    0      1236   0      [] 	[] 	[200]
9    40    50    0      1236   0      [] 	[] 	[200]
10   40    50    0      1236   0      [] 	[] 	[200]
11   40    50    0      1236   0      [] 	[] 	[200]
12   40    50    0      1236   0      [] 	[] 	[200]
13   40    50    0      1236   0      [] 	[] 	[200]
14   40    50    0      1236   0      [] 	[] 	[200]
15   40    50    0      1236   0      [] 	[] 	[200]
16   40    50    0      1236   0      [] 	[] 	[200]
17   40    50    0      1236   0      [] 	[] 	[200]
18   40    50    0      1236   0      [] 	[] 	[200]
19   40    50    0      1236   0      [] 	[] 	[200]
20   40    50    0      1236   0      [] 	[] 	[200]
21   40    50    0      1236   0      [] 	[] 	[200]
22   40    50    0      1236   0      [] 	[] 	[200]
23   40    50    0      1236   0      [] 	[] 	[200]
24   40    50    0      1236   0      [] 	[] 	[200]
25   40    50    0      1236   0      [] 	[] 	[200]
26   45    68    912    967    90     [] 	[] 	[10]
27   45    70    825    870    90     [] 	[] 	[30]
28   42    66    65     146    90     [] 	[] 	[10]
29   42    68    727    782    90     [] 	[] 	[10]
30   42    65    15     67     90     [] 	[] 	[10]
31   40    69    621    702    90     [] 	[] 	[20]
32   40    66    170    225    90     [] 	[] 	[20]
33   38    68    255    324    90     [] 	[] 	[20]
34   38    70    534    605    90     [] 	[] 	[10]
35   35    66    357    410    90     [] 	[] 	[10]
36   35    69    448    505    90     [] 	[] 	[10]
37   25    85    652    721    90     [] 	[] 	[20]
38   22    75    30     92     90     [] 	[] 	[30]
39   22    85    567    620    90     [] 	[] 	[10]
40   20    80    384    429    90     [] 	[] 	[40]
41   20    85    475    528    90     [] 	[] 	[40]
42   18    75    99     148    90     [] 	[] 	[20]
43   15    75    179    254    90     [] 	[] 	[20]
44   15    80    278    345    90     [] 	[] 	[10]
45   30    50    10     73     90     [] 	[] 	[10]
46   30    52    914    965    90     [] 	[] 	[20]
47   28    52    812    883    90     [] 	[] 	[20]
48   28    55    732    777    90     [] 	[] 	[10]
49   25    50    65     144    90     [] 	[] 	[10]
50   25    52    169    224    90     [] 	[] 	[40]
51   25    55    622    701    90     [] 	[] 	[10]
52   23    52    261    316    90     [] 	[] 	[10]
53   23    55    546    593    90     [] 	[] 	[20]
54   20    50    358    405    90     [] 	[] 	[10]
55   20    55    449    504    90     [] 	[] 	[10]
56   10    35    200    237    90     [] 	[] 	[20]
57   10    40    31     100    90     [] 	[] 	[30]
58   8     40    87     158    90     [] 	[] 	[40]
59   8     45    751    816    90     [] 	[] 	[20]
60   5     35    283    344    90     [] 	[] 	[10]
61   5     45    665    716    90     [] 	[] 	[10]
62   2     40    383    434    90     [] 	[] 	[20]
63   0     40    479    522    90     [] 	[] 	[30]
64   0     45    567    624    90     [] 	[] 	[20]
