RC108.100

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      0       0       1

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      240    0      [] 	[] 	[]
1    40    50    0      240    0      [] 	[] 	[200]
2    40    50    0      240    0      [] 	[] 	[200]
3    40    50    0      240    0      [] 	[] 	[200]
4    40    50    0      240    0      [] 	[] 	[200]
5    40    50    0      240    0      [] 	[] 	[200]
6    40    50    0      240    0      [] 	[] 	[200]
7    40    50    0      240    0      [] 	[] 	[200]
8    40    50    0      240    0      [] 	[] 	[200]
9    40    50    0      240    0      [] 	[] 	[200]
10   40    50    0      240    0      [] 	[] 	[200]
11   40    50    0      240    0      [] 	[] 	[200]
12   40    50    0      240    0      [] 	[] 	[200]
13   40    50    0      240    0      [] 	[] 	[200]
14   40    50    0      240    0      [] 	[] 	[200]
15   40    50    0      240    0      [] 	[] 	[200]
16   40    50    0      240    0      [] 	[] 	[200]
17   40    50    0      240    0      [] 	[] 	[200]
18   40    50    0      240    0      [] 	[] 	[200]
19   40    50    0      240    0      [] 	[] 	[200]
20   40    50    0      240    0      [] 	[] 	[200]
21   40    50    0      240    0      [] 	[] 	[200]
22   40    50    0      240    0      [] 	[] 	[200]
23   40    50    0      240    0      [] 	[] 	[200]
24   40    50    0      240    0      [] 	[] 	[200]
25   40    50    0      240    0      [] 	[] 	[200]
26   25    85    49     191    10     [] 	[] 	[20]
27   22    75    30     168    10     [] 	[] 	[30]
28   22    85    95     152    10     [] 	[] 	[10]
29   20    80    69     193    10     [] 	[] 	[40]
30   20    85    40     189    10     [] 	[] 	[20]
31   18    75    60     159    10     [] 	[] 	[20]
32   15    75    54     133    10     [] 	[] 	[20]
33   15    80    67     144    10     [] 	[] 	[10]
34   10    35    57     154    10     [] 	[] 	[20]
35   10    40    106    161    10     [] 	[] 	[30]
36   8     40    33     152    10     [] 	[] 	[40]
37   8     45    32     148    10     [] 	[] 	[20]
38   5     35    53     191    10     [] 	[] 	[10]
39   5     45    35     194    10     [] 	[] 	[10]
40   2     40    39     163    10     [] 	[] 	[20]
41   0     40    41     141    10     [] 	[] 	[20]
42   0     45    51     189    10     [] 	[] 	[20]
43   44    5     73     130    10     [] 	[] 	[20]
44   42    10    40     148    10     [] 	[] 	[40]
45   42    15    94     179    10     [] 	[] 	[10]
46   40    5     45     161    10     [] 	[] 	[10]
47   40    15    64     149    10     [] 	[] 	[40]
48   38    5     45     164    10     [] 	[] 	[30]
49   38    15    51     194    10     [] 	[] 	[10]
50   35    5     45     183    10     [] 	[] 	[20]
51   95    30    90     169    10     [] 	[] 	[30]
52   95    35    57     172    10     [] 	[] 	[20]
53   92    30    55     174    10     [] 	[] 	[10]
54   90    35    52     174    10     [] 	[] 	[10]
55   88    30    52     147    10     [] 	[] 	[10]
56   88    35    50     172    10     [] 	[] 	[20]
57   87    30    61     178    10     [] 	[] 	[10]
58   85    25    51     178    10     [] 	[] 	[10]
59   85    35    83     168    10     [] 	[] 	[30]
60   67    85    57     185    10     [] 	[] 	[20]
61   65    85    43     186    10     [] 	[] 	[40]
62   65    82    95     182    10     [] 	[] 	[10]
63   62    80    38     141    10     [] 	[] 	[30]
64   60    80    36     193    10     [] 	[] 	[10]
65   60    85    61     138    10     [] 	[] 	[30]
66   58    75    49     164    10     [] 	[] 	[20]
67   55    80    33     180    10     [] 	[] 	[10]
68   55    85    100    185    10     [] 	[] 	[20]
69   55    82    35     142    10     [] 	[] 	[10]
70   20    82    37     192    10     [] 	[] 	[10]
71   18    80    71     184    10     [] 	[] 	[10]
72   2     45    38     191    10     [] 	[] 	[10]
73   42    5     50     184    10     [] 	[] 	[10]
74   42    12    99     138    10     [] 	[] 	[10]
75   72    35    83     178    10     [] 	[] 	[30]
76   55    20    45     150    10     [] 	[] 	[19]
77   25    30    25     150    10     [] 	[] 	[3]
78   20    50    68     143    10     [] 	[] 	[5]
79   55    60    107    200    10     [] 	[] 	[16]
80   30    60    95     214    10     [] 	[] 	[16]
81   50    35    91     198    10     [] 	[] 	[19]
82   30    25    56     165    10     [] 	[] 	[23]
83   15    10    51     182    10     [] 	[] 	[20]
84   10    20    42     187    10     [] 	[] 	[19]
85   15    60    62     203    10     [] 	[] 	[17]
86   45    65    37     124    10     [] 	[] 	[9]
87   65    35    29     168    10     [] 	[] 	[3]
88   65    20    39     190    10     [] 	[] 	[6]
89   45    30    20     139    10     [] 	[] 	[17]
90   35    40    11     150    10     [] 	[] 	[16]
91   41    37    97     198    10     [] 	[] 	[16]
92   64    42    31     138    10     [] 	[] 	[9]
93   40    60    101    216    10     [] 	[] 	[21]
94   31    52    9      139    10     [] 	[] 	[27]
95   35    69    30     210    10     [] 	[] 	[23]
96   65    55    30     129    10     [] 	[] 	[14]
97   63    65    27     202    10     [] 	[] 	[8]
98   2     60    46     137    10     [] 	[] 	[5]
99   20    20    71     193    10     [] 	[] 	[8]
