C107.100

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      0       0       1

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      1236   0      [] 	[] 	[]
1    40    50    0      1236   0      [] 	[] 	[200]
2    40    50    0      1236   0      [] 	[] 	[200]
3    40    50    0      1236   0      [] 	[] 	[200]
4    40    50    0      1236   0      [] 	[] 	[200]
5    40    50    0      1236   0      [] 	[] 	[200]
6    40    50    0      1236   0      [] 	[] 	[200]
7    40    50    0      1236   0      [] 	[] 	[200]
8    40    50    0      1236   0      [] 	[] 	[200]
9    40    50    0      1236   0      [] 	[] 	[200]
10   40    50    0      1236   0      [] 	[] 	[200]
11   40    50    0      1236   0      [] 	[] 	[200]
12   40    50    0      1236   0      [] 	[] 	[200]
13   40    50    0      1236   0      [] 	[] 	[200]
14   40    50    0      1236   0      [] 	[] 	[200]
15   40    50    0      1236   0      [] 	[] 	[200]
16   40    50    0      1236   0      [] 	[] 	[200]
17   40    50    0      1236   0      [] 	[] 	[200]
18   40    50    0      1236   0      [] 	[] 	[200]
19   40    50    0      1236   0      [] 	[] 	[200]
20   40    50    0      1236   0      [] 	[] 	[200]
21   40    50    0      1236   0      [] 	[] 	[200]
22   40    50    0      1236   0      [] 	[] 	[200]
23   40    50    0      1236   0      [] 	[] 	[200]
24   40    50    0      1236   0      [] 	[] 	[200]
25   40    50    0      1236   0      [] 	[] 	[200]
26   45    68    850    1030   90     [] 	[] 	[10]
27   45    70    758    938    90     [] 	[] 	[30]
28   42    66    16     196    90     [] 	[] 	[10]
29   42    68    665    845    90     [] 	[] 	[10]
30   42    65    15     195    90     [] 	[] 	[10]
31   40    69    572    752    90     [] 	[] 	[20]
32   40    66    108    288    90     [] 	[] 	[20]
33   38    68    200    380    90     [] 	[] 	[20]
34   38    70    480    660    90     [] 	[] 	[10]
35   35    66    294    474    90     [] 	[] 	[10]
36   35    69    387    567    90     [] 	[] 	[10]
37   25    85    597    777    90     [] 	[] 	[20]
38   22    75    30     210    90     [] 	[] 	[30]
39   22    85    504    684    90     [] 	[] 	[10]
40   20    80    317    497    90     [] 	[] 	[40]
41   20    85    412    592    90     [] 	[] 	[40]
42   18    75    34     214    90     [] 	[] 	[20]
43   15    75    127    307    90     [] 	[] 	[20]
44   15    80    222    402    90     [] 	[] 	[10]
45   30    50    10     190    90     [] 	[] 	[10]
46   30    52    850    1030   90     [] 	[] 	[20]
47   28    52    758    938    90     [] 	[] 	[20]
48   28    55    665    845    90     [] 	[] 	[10]
49   25    50    15     195    90     [] 	[] 	[10]
50   25    52    107    287    90     [] 	[] 	[40]
51   25    55    572    752    90     [] 	[] 	[10]
52   23    52    199    379    90     [] 	[] 	[10]
53   23    55    480    660    90     [] 	[] 	[20]
54   20    50    292    472    90     [] 	[] 	[10]
55   20    55    387    567    90     [] 	[] 	[10]
56   10    35    129    309    90     [] 	[] 	[20]
57   10    40    31     211    90     [] 	[] 	[30]
58   8     40    33     213    90     [] 	[] 	[40]
59   8     45    694    874    90     [] 	[] 	[20]
60   5     35    224    404    90     [] 	[] 	[10]
61   5     45    601    781    90     [] 	[] 	[10]
62   2     40    319    499    90     [] 	[] 	[20]
63   0     40    411    591    90     [] 	[] 	[30]
64   0     45    506    686    90     [] 	[] 	[20]
