C204.100

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      0       0       1

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      3390   0      [] 	[] 	[]
1    40    50    0      3390   0      [] 	[] 	[700]
2    40    50    0      3390   0      [] 	[] 	[700]
3    40    50    0      3390   0      [] 	[] 	[700]
4    40    50    0      3390   0      [] 	[] 	[700]
5    40    50    0      3390   0      [] 	[] 	[700]
6    40    50    0      3390   0      [] 	[] 	[700]
7    40    50    0      3390   0      [] 	[] 	[700]
8    40    50    0      3390   0      [] 	[] 	[700]
9    40    50    0      3390   0      [] 	[] 	[700]
10   40    50    0      3390   0      [] 	[] 	[700]
11   40    50    0      3390   0      [] 	[] 	[700]
12   40    50    0      3390   0      [] 	[] 	[700]
13   40    50    0      3390   0      [] 	[] 	[700]
14   40    50    0      3390   0      [] 	[] 	[700]
15   40    50    0      3390   0      [] 	[] 	[700]
16   40    50    0      3390   0      [] 	[] 	[700]
17   40    50    0      3390   0      [] 	[] 	[700]
18   40    50    0      3390   0      [] 	[] 	[700]
19   40    50    0      3390   0      [] 	[] 	[700]
20   40    50    0      3390   0      [] 	[] 	[700]
21   40    50    0      3390   0      [] 	[] 	[700]
22   40    50    0      3390   0      [] 	[] 	[700]
23   40    50    0      3390   0      [] 	[] 	[700]
24   40    50    0      3390   0      [] 	[] 	[700]
25   40    50    0      3390   0      [] 	[] 	[700]
26   52    75    0      3272   90     [] 	[] 	[10]
27   45    70    0      3279   90     [] 	[] 	[30]
28   62    69    0      3270   90     [] 	[] 	[10]
29   60    66    1261   1421   90     [] 	[] 	[10]
30   42    65    0      3284   90     [] 	[] 	[10]
31   16    42    0      3274   90     [] 	[] 	[20]
32   58    70    0      3273   90     [] 	[] 	[20]
33   34    60    2887   3047   90     [] 	[] 	[20]
34   28    70    2601   2761   90     [] 	[] 	[10]
35   35    66    0      3283   90     [] 	[] 	[10]
36   35    69    2698   2858   90     [] 	[] 	[10]
37   25    85    0      3261   90     [] 	[] 	[20]
38   22    75    2405   2565   90     [] 	[] 	[30]
39   22    85    0      3260   90     [] 	[] 	[10]
40   20    80    2216   2376   90     [] 	[] 	[40]
41   20    85    0      3259   90     [] 	[] 	[40]
42   18    75    0      3266   90     [] 	[] 	[20]
43   15    75    0      3264   90     [] 	[] 	[20]
44   15    80    0      3260   90     [] 	[] 	[10]
45   30    50    0      3290   90     [] 	[] 	[10]
46   30    56    0      3288   90     [] 	[] 	[20]
47   28    52    0      3287   90     [] 	[] 	[20]
48   14    66    1643   1803   90     [] 	[] 	[10]
49   25    50    0      3285   90     [] 	[] 	[10]
50   22    66    2504   2664   90     [] 	[] 	[40]
51   8     62    0      3265   90     [] 	[] 	[10]
52   23    52    0      3282   90     [] 	[] 	[10]
53   4     55    0      3263   90     [] 	[] 	[20]
54   20    50    0      3280   90     [] 	[] 	[10]
55   20    55    0      3279   90     [] 	[] 	[10]
56   10    35    0      3266   90     [] 	[] 	[20]
57   10    40    0      3268   90     [] 	[] 	[30]
58   8     40    0      3266   90     [] 	[] 	[40]
59   8     45    0      3267   90     [] 	[] 	[20]
60   5     35    0      3261   90     [] 	[] 	[10]
61   5     45    0      3264   90     [] 	[] 	[10]
62   2     40    0      3260   90     [] 	[] 	[20]
63   0     40    1063   1223   90     [] 	[] 	[30]
64   0     45    0      3259   90     [] 	[] 	[20]
65   36    18    0      3267   90     [] 	[] 	[10]
66   35    32    0      3281   90     [] 	[] 	[10]
67   33    32    0      3280   90     [] 	[] 	[20]
68   33    35    0      3283   90     [] 	[] 	[10]
69   32    20    1913   2073   90     [] 	[] 	[10]
70   30    30    0      3277   90     [] 	[] 	[10]
71   34    25    0      3274   90     [] 	[] 	[30]
72   30    35    0      3281   90     [] 	[] 	[10]
73   36    40    0      3289   90     [] 	[] 	[10]
74   48    20    0      3268   90     [] 	[] 	[10]
75   26    32    0      3277   90     [] 	[] 	[10]
76   25    30    0      3275   90     [] 	[] 	[10]
77   25    35    0      3278   90     [] 	[] 	[10]
78   44    5     1256   1416   90     [] 	[] 	[20]
79   42    10    0      3259   90     [] 	[] 	[40]
80   42    15    1065   1225   90     [] 	[] 	[10]
81   40    5     0      3255   90     [] 	[] 	[30]
82   38    15    0      3264   90     [] 	[] 	[40]
83   38    5     1442   1602   90     [] 	[] 	[30]
84   38    10    0      3259   90     [] 	[] 	[10]
85   35    5     0      3254   90     [] 	[] 	[20]
86   50    30    0      3277   90     [] 	[] 	[10]
87   50    35    120    280    90     [] 	[] 	[20]
88   50    40    0      3285   90     [] 	[] 	[50]
89   48    30    0      3278   90     [] 	[] 	[10]
90   44    25    0      3274   90     [] 	[] 	[10]
91   47    35    0      3283   90     [] 	[] 	[10]
92   47    40    12     172    90     [] 	[] 	[10]
93   42    30    0      3279   90     [] 	[] 	[10]
94   45    35    680    840    90     [] 	[] 	[10]
