R202.100

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      0       0       1

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      1000   0      [] 	[] 	[]
1    35    35    0      1000   0      [] 	[] 	[1000]
2    35    35    0      1000   0      [] 	[] 	[1000]
3    35    35    0      1000   0      [] 	[] 	[1000]
4    35    35    0      1000   0      [] 	[] 	[1000]
5    35    35    0      1000   0      [] 	[] 	[1000]
6    35    35    0      1000   0      [] 	[] 	[1000]
7    35    35    0      1000   0      [] 	[] 	[1000]
8    35    35    0      1000   0      [] 	[] 	[1000]
9    35    35    0      1000   0      [] 	[] 	[1000]
10   35    35    0      1000   0      [] 	[] 	[1000]
11   35    35    0      1000   0      [] 	[] 	[1000]
12   35    35    0      1000   0      [] 	[] 	[1000]
13   35    35    0      1000   0      [] 	[] 	[1000]
14   35    35    0      1000   0      [] 	[] 	[1000]
15   35    35    0      1000   0      [] 	[] 	[1000]
16   35    35    0      1000   0      [] 	[] 	[1000]
17   35    35    0      1000   0      [] 	[] 	[1000]
18   35    35    0      1000   0      [] 	[] 	[1000]
19   35    35    0      1000   0      [] 	[] 	[1000]
20   35    35    0      1000   0      [] 	[] 	[1000]
21   35    35    0      1000   0      [] 	[] 	[1000]
22   35    35    0      1000   0      [] 	[] 	[1000]
23   35    35    0      1000   0      [] 	[] 	[1000]
24   35    35    0      1000   0      [] 	[] 	[1000]
25   35    35    0      1000   0      [] 	[] 	[1000]
26   41    49    0      974    10     [] 	[] 	[10]
27   35    17    0      972    10     [] 	[] 	[7]
28   55    45    0      967    10     [] 	[] 	[13]
29   55    20    678    801    10     [] 	[] 	[19]
30   15    30    0      969    10     [] 	[] 	[26]
31   25    30    415    514    10     [] 	[] 	[3]
32   20    50    0      968    10     [] 	[] 	[5]
33   10    43    404    481    10     [] 	[] 	[9]
34   55    60    400    497    10     [] 	[] 	[16]
35   30    60    577    632    10     [] 	[] 	[16]
36   20    65    206    325    10     [] 	[] 	[12]
37   50    35    0      975    10     [] 	[] 	[19]
38   30    25    690    827    10     [] 	[] 	[23]
39   15    10    32     243    10     [] 	[] 	[20]
40   30    5     175    300    10     [] 	[] 	[8]
41   10    20    272    373    10     [] 	[] 	[19]
42   5     30    733    870    10     [] 	[] 	[2]
43   20    40    377    434    10     [] 	[] 	[12]
44   15    60    269    378    10     [] 	[] 	[17]
45   45    65    581    666    10     [] 	[] 	[9]
46   45    20    0      971    10     [] 	[] 	[11]
47   45    10    409    494    10     [] 	[] 	[18]
48   55    5     206    325    10     [] 	[] 	[29]
49   65    35    704    847    10     [] 	[] 	[3]
50   65    20    817    956    10     [] 	[] 	[6]
51   45    30    0      978    10     [] 	[] 	[17]
52   35    40    104    255    10     [] 	[] 	[16]
53   41    37    114    255    10     [] 	[] 	[16]
54   64    42    190    313    10     [] 	[] 	[9]
55   40    60    259    354    10     [] 	[] 	[21]
56   31    52    0      972    10     [] 	[] 	[27]
57   35    69    660    777    10     [] 	[] 	[23]
58   53    52    45     200    10     [] 	[] 	[11]
59   65    55    0      953    10     [] 	[] 	[14]
60   63    65    686    813    10     [] 	[] 	[8]
61   2     60    41     208    10     [] 	[] 	[5]
62   20    20    0      968    10     [] 	[] 	[8]
63   5     5     302    405    10     [] 	[] 	[16]
64   60    12    33     224    10     [] 	[] 	[31]
65   40    25    360    437    10     [] 	[] 	[9]
66   42    7     396    511    10     [] 	[] 	[5]
67   24    12    25     172    10     [] 	[] 	[5]
68   23    3     620    705    10     [] 	[] 	[7]
69   11    14    233    340    10     [] 	[] 	[18]
70   6     38    29     189    10     [] 	[] 	[16]
71   2     48    515    628    10     [] 	[] 	[1]
72   8     56    85     250    10     [] 	[] 	[27]
73   13    52    0      962    10     [] 	[] 	[36]
74   6     68    501    540    10     [] 	[] 	[30]
75   47    47    0      973    10     [] 	[] 	[13]
76   49    58    348    453    10     [] 	[] 	[10]
77   27    43    0      978    10     [] 	[] 	[9]
78   37    31    414    489    10     [] 	[] 	[14]
79   57    29    641    734    10     [] 	[] 	[18]
80   63    23    620    739    10     [] 	[] 	[2]
81   53    12    585    692    10     [] 	[] 	[6]
82   32    12    421    530    10     [] 	[] 	[7]
83   36    26    849    980    10     [] 	[] 	[18]
84   21    24    0      972    10     [] 	[] 	[28]
85   17    34    721    862    10     [] 	[] 	[3]
86   12    24    290    377    10     [] 	[] 	[13]
87   24    58    163    302    10     [] 	[] 	[19]
88   27    69    34     191    10     [] 	[] 	[10]
89   15    77    214    333    10     [] 	[] 	[9]
90   62    77    49     188    10     [] 	[] 	[20]
91   49    73    592    693    10     [] 	[] 	[25]
92   67    5     294    401    10     [] 	[] 	[25]
93   56    39    637    752    10     [] 	[] 	[36]
94   37    47    162    293    10     [] 	[] 	[6]
95   37    56    788    968    10     [] 	[] 	[5]
96   57    68    268    367    10     [] 	[] 	[15]
97   47    16    0      967    10     [] 	[] 	[25]
98   44    17    308    399    10     [] 	[] 	[9]
99   46    13    681    802    10     [] 	[] 	[8]
100  49    11    0      962    10     [] 	[] 	[18]
101  49    42    290    373    10     [] 	[] 	[13]
102  53    43    817    952    10     [] 	[] 	[14]
103  61    52    384    499    10     [] 	[] 	[3]
104  57    48    388    465    10     [] 	[] 	[23]
105  56    37    839    968    10     [] 	[] 	[6]
106  55    54    411    456    10     [] 	[] 	[26]
107  15    47    0      966    10     [] 	[] 	[16]
108  14    37    0      968    10     [] 	[] 	[11]
109  11    31    436    511    10     [] 	[] 	[7]
110  16    22    0      966    10     [] 	[] 	[41]
111  4     18    388    465    10     [] 	[] 	[35]
112  28    18    420    447    10     [] 	[] 	[26]
113  26    52    279    388    10     [] 	[] 	[9]
114  26    35    755    920    10     [] 	[] 	[15]
115  31    67    392    487    10     [] 	[] 	[3]
116  15    19    0      964    10     [] 	[] 	[1]
117  22    22    18     181    10     [] 	[] 	[2]
118  18    24    811    969    10     [] 	[] 	[22]
119  26    27    0      977    10     [] 	[] 	[27]
120  25    24    0      975    10     [] 	[] 	[20]
121  22    27    0      974    10     [] 	[] 	[11]
122  25    21    612    673    10     [] 	[] 	[12]
123  19    21    0      968    10     [] 	[] 	[10]
124  20    26    333    432    10     [] 	[] 	[9]
125  18    18    798    965    10     [] 	[] 	[17]
