RC208.100

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      0       0       1

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      960    0      [] 	[] 	[]
1    40    50    0      960    0      [] 	[] 	[1000]
2    40    50    0      960    0      [] 	[] 	[1000]
3    40    50    0      960    0      [] 	[] 	[1000]
4    40    50    0      960    0      [] 	[] 	[1000]
5    40    50    0      960    0      [] 	[] 	[1000]
6    40    50    0      960    0      [] 	[] 	[1000]
7    40    50    0      960    0      [] 	[] 	[1000]
8    40    50    0      960    0      [] 	[] 	[1000]
9    40    50    0      960    0      [] 	[] 	[1000]
10   40    50    0      960    0      [] 	[] 	[1000]
11   40    50    0      960    0      [] 	[] 	[1000]
12   40    50    0      960    0      [] 	[] 	[1000]
13   40    50    0      960    0      [] 	[] 	[1000]
14   40    50    0      960    0      [] 	[] 	[1000]
15   40    50    0      960    0      [] 	[] 	[1000]
16   40    50    0      960    0      [] 	[] 	[1000]
17   40    50    0      960    0      [] 	[] 	[1000]
18   40    50    0      960    0      [] 	[] 	[1000]
19   40    50    0      960    0      [] 	[] 	[1000]
20   40    50    0      960    0      [] 	[] 	[1000]
21   40    50    0      960    0      [] 	[] 	[1000]
22   40    50    0      960    0      [] 	[] 	[1000]
23   40    50    0      960    0      [] 	[] 	[1000]
24   40    50    0      960    0      [] 	[] 	[1000]
25   40    50    0      960    0      [] 	[] 	[1000]
26   25    85    388    911    10     [] 	[] 	[20]
27   22    75    30     546    10     [] 	[] 	[30]
28   22    85    353    708    10     [] 	[] 	[10]
29   20    80    425    913    10     [] 	[] 	[40]
30   20    85    40     630    10     [] 	[] 	[20]
31   18    75    228    667    10     [] 	[] 	[20]
32   15    75    161    558    10     [] 	[] 	[20]
33   15    80    229    624    10     [] 	[] 	[10]
34   10    35    213    648    10     [] 	[] 	[20]
35   10    40    404    753    10     [] 	[] 	[30]
36   8     40    33     511    10     [] 	[] 	[40]
37   8     45    46     519    10     [] 	[] 	[20]
38   5     35    395    911    10     [] 	[] 	[10]
39   5     45    35     697    10     [] 	[] 	[10]
40   2     40    39     528    10     [] 	[] 	[20]
41   0     40    94     535    10     [] 	[] 	[20]
42   0     45    394    909    10     [] 	[] 	[20]
43   44    5     218    571    10     [] 	[] 	[20]
44   42    10    85     542    10     [] 	[] 	[40]
45   42    15    391    802    10     [] 	[] 	[10]
46   40    5     45     517    10     [] 	[] 	[10]
47   40    15    229    640    10     [] 	[] 	[40]
48   38    5     45     523    10     [] 	[] 	[30]
49   38    15    389    914    10     [] 	[] 	[10]
50   35    5     386    904    10     [] 	[] 	[20]
51   95    30    389    788    10     [] 	[] 	[30]
52   95    35    57     600    10     [] 	[] 	[20]
53   92    30    55     575    10     [] 	[] 	[10]
54   90    35    52     536    10     [] 	[] 	[10]
55   88    30    90     521    10     [] 	[] 	[10]
56   88    35    50     534    10     [] 	[] 	[20]
57   87    30    425    898    10     [] 	[] 	[10]
58   85    25    51     602    10     [] 	[] 	[10]
59   85    35    342    751    10     [] 	[] 	[30]
60   67    85    410    905    10     [] 	[] 	[20]
61   65    85    43     617    10     [] 	[] 	[40]
62   65    82    410    823    10     [] 	[] 	[10]
63   62    80    114    561    10     [] 	[] 	[30]
64   60    80    36     658    10     [] 	[] 	[10]
65   60    85    191    586    10     [] 	[] 	[30]
66   58    75    201    670    10     [] 	[] 	[20]
67   55    80    33     568    10     [] 	[] 	[10]
68   55    85    429    838    10     [] 	[] 	[20]
69   55    82    49     504    10     [] 	[] 	[10]
70   20    82    37     597    10     [] 	[] 	[10]
71   18    80    315    782    10     [] 	[] 	[10]
72   2     45    38     606    10     [] 	[] 	[10]
73   42    5     396    904    10     [] 	[] 	[10]
74   42    12    341    658    10     [] 	[] 	[10]
75   72    35    351    782    10     [] 	[] 	[30]
76   55    20    161    610    10     [] 	[] 	[19]
77   25    30    25     516    10     [] 	[] 	[3]
78   20    50    239    630    10     [] 	[] 	[5]
79   55    60    448    873    10     [] 	[] 	[16]
80   30    60    420    897    10     [] 	[] 	[16]
81   50    35    390    843    10     [] 	[] 	[19]
82   30    25    227    686    10     [] 	[] 	[23]
83   15    10    401    902    10     [] 	[] 	[20]
84   10    20    42     706    10     [] 	[] 	[19]
85   15    60    401    923    10     [] 	[] 	[17]
86   45    65    110    525    10     [] 	[] 	[9]
87   65    35    29     548    10     [] 	[] 	[3]
88   65    20    39     593    10     [] 	[] 	[6]
89   45    30    20     498    10     [] 	[] 	[17]
90   35    40    11     530    10     [] 	[] 	[16]
91   41    37    404    847    10     [] 	[] 	[16]
92   64    42    100    555    10     [] 	[] 	[9]
93   40    60    436    907    10     [] 	[] 	[21]
94   31    52    9      510    10     [] 	[] 	[27]
95   35    69    330    930    10     [] 	[] 	[23]
96   65    55    81     520    10     [] 	[] 	[14]
97   63    65    27     622    10     [] 	[] 	[8]
98   2     60    135    556    10     [] 	[] 	[5]
99   20    20    430    913    10     [] 	[] 	[8]
100  5     5     63     520    10     [] 	[] 	[16]
101  60    12    125    530    10     [] 	[] 	[31]
102  23    3     390    900    10     [] 	[] 	[7]
103  8     56    190    659    10     [] 	[] 	[27]
104  6     68    215    608    10     [] 	[] 	[30]
105  47    47    444    942    10     [] 	[] 	[13]
106  49    58    249    580    10     [] 	[] 	[10]
107  27    43    14     506    10     [] 	[] 	[9]
108  37    31    19     566    10     [] 	[] 	[14]
109  57    29    259    650    10     [] 	[] 	[18]
110  63    23    198    609    10     [] 	[] 	[2]
111  21    24    212    605    10     [] 	[] 	[28]
112  12    24    272    565    10     [] 	[] 	[13]
113  24    58    90     549    10     [] 	[] 	[19]
114  67    5     325    897    10     [] 	[] 	[25]
115  37    47    204    633    10     [] 	[] 	[6]
116  49    42    442    937    10     [] 	[] 	[13]
117  53    43    14     581    10     [] 	[] 	[14]
118  61    52    373    928    10     [] 	[] 	[3]
119  57    48    265    638    10     [] 	[] 	[23]
120  56    37    20     539    10     [] 	[] 	[6]
121  55    54    418    825    10     [] 	[] 	[26]
122  4     18    426    787    10     [] 	[] 	[35]
123  26    52    14     499    10     [] 	[] 	[9]
124  26    35    149    586    10     [] 	[] 	[15]
125  31    67    356    930    10     [] 	[] 	[3]
