R211.100

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      0       0       1

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    35    35    0      1000   0      [] 	[] 	[]
1    35    35    0      1000   0      [] 	[] 	[1000]
2    35    35    0      1000   0      [] 	[] 	[1000]
3    35    35    0      1000   0      [] 	[] 	[1000]
4    35    35    0      1000   0      [] 	[] 	[1000]
5    35    35    0      1000   0      [] 	[] 	[1000]
6    35    35    0      1000   0      [] 	[] 	[1000]
7    35    35    0      1000   0      [] 	[] 	[1000]
8    35    35    0      1000   0      [] 	[] 	[1000]
9    35    35    0      1000   0      [] 	[] 	[1000]
10   35    35    0      1000   0      [] 	[] 	[1000]
11   35    35    0      1000   0      [] 	[] 	[1000]
12   35    35    0      1000   0      [] 	[] 	[1000]
13   35    35    0      1000   0      [] 	[] 	[1000]
14   35    35    0      1000   0      [] 	[] 	[1000]
15   35    35    0      1000   0      [] 	[] 	[1000]
16   35    35    0      1000   0      [] 	[] 	[1000]
17   35    35    0      1000   0      [] 	[] 	[1000]
18   35    35    0      1000   0      [] 	[] 	[1000]
19   35    35    0      1000   0      [] 	[] 	[1000]
20   35    35    0      1000   0      [] 	[] 	[1000]
21   35    35    0      1000   0      [] 	[] 	[1000]
22   35    35    0      1000   0      [] 	[] 	[1000]
23   35    35    0      1000   0      [] 	[] 	[1000]
24   35    35    0      1000   0      [] 	[] 	[1000]
25   35    35    0      1000   0      [] 	[] 	[1000]
26   41    49    451    974    10     [] 	[] 	[10]
27   35    17    18     534    10     [] 	[] 	[7]
28   55    45    378    733    10     [] 	[] 	[13]
29   55    20    477    965    10     [] 	[] 	[19]
30   15    30    20     610    10     [] 	[] 	[26]
31   25    30    245    684    10     [] 	[] 	[3]
32   20    50    172    569    10     [] 	[] 	[5]
33   10    43    245    640    10     [] 	[] 	[9]
34   55    60    231    666    10     [] 	[] 	[16]
35   30    60    430    779    10     [] 	[] 	[16]
36   20    65    33     511    10     [] 	[] 	[12]
37   50    35    50     523    10     [] 	[] 	[19]
38   30    25    462    978    10     [] 	[] 	[23]
39   15    10    32     694    10     [] 	[] 	[20]
40   30    5     30     519    10     [] 	[] 	[8]
41   10    20    102    543    10     [] 	[] 	[19]
42   5     30    444    959    10     [] 	[] 	[2]
43   20    40    229    582    10     [] 	[] 	[12]
44   15    60    95     552    10     [] 	[] 	[17]
45   45    65    418    829    10     [] 	[] 	[9]
46   45    20    36     509    10     [] 	[] 	[11]
47   45    10    246    657    10     [] 	[] 	[18]
48   55    5     36     514    10     [] 	[] 	[29]
49   65    35    435    960    10     [] 	[] 	[3]
50   65    20    438    956    10     [] 	[] 	[6]
51   45    30    428    827    10     [] 	[] 	[17]
52   35    40    5      548    10     [] 	[] 	[16]
53   41    37    6      526    10     [] 	[] 	[16]
54   64    42    29     513    10     [] 	[] 	[9]
55   40    60    91     522    10     [] 	[] 	[21]
56   31    52    17     501    10     [] 	[] 	[27]
57   35    69    482    955    10     [] 	[] 	[23]
58   53    52    24     575    10     [] 	[] 	[11]
59   65    55    367    776    10     [] 	[] 	[14]
60   63    65    453    948    10     [] 	[] 	[8]
61   2     60    41     615    10     [] 	[] 	[5]
62   20    20    443    856    10     [] 	[] 	[8]
63   5     5     130    577    10     [] 	[] 	[16]
64   60    12    33     655    10     [] 	[] 	[31]
65   40    25    201    596    10     [] 	[] 	[9]
66   42    7     219    688    10     [] 	[] 	[5]
67   24    12    25     560    10     [] 	[] 	[5]
68   23    3     458    867    10     [] 	[] 	[7]
69   11    14    59     514    10     [] 	[] 	[18]
70   6     38    29     589    10     [] 	[] 	[16]
71   2     48    338    805    10     [] 	[] 	[1]
72   8     56    34     602    10     [] 	[] 	[27]
73   13    52    454    962    10     [] 	[] 	[36]
74   6     68    362    679    10     [] 	[] 	[30]
75   47    47    379    810    10     [] 	[] 	[13]
76   49    58    176    625    10     [] 	[] 	[10]
77   27    43    11     502    10     [] 	[] 	[9]
78   37    31    256    647    10     [] 	[] 	[14]
79   57    29    475    900    10     [] 	[] 	[18]
80   63    23    441    918    10     [] 	[] 	[2]
81   53    12    412    865    10     [] 	[] 	[6]
82   32    12    246    705    10     [] 	[] 	[7]
83   36    26    479    980    10     [] 	[] 	[18]
84   21    24    17     681    10     [] 	[] 	[28]
85   17    34    449    971    10     [] 	[] 	[3]
86   12    24    126    541    10     [] 	[] 	[13]
87   24    58    25     544    10     [] 	[] 	[19]
88   27    69    34     588    10     [] 	[] 	[10]
89   15    77    46     524    10     [] 	[] 	[9]
90   62    77    49     568    10     [] 	[] 	[20]
91   49    73    421    864    10     [] 	[] 	[25]
92   67    5     120    575    10     [] 	[] 	[25]
93   56    39    459    930    10     [] 	[] 	[36]
94   37    47    12     513    10     [] 	[] 	[6]
95   37    56    368    968    10     [] 	[] 	[5]
96   57    68    98     537    10     [] 	[] 	[15]
97   47    16    22     617    10     [] 	[] 	[25]
98   44    17    143    564    10     [] 	[] 	[9]
99   46    13    482    965    10     [] 	[] 	[8]
100  49    11    62     519    10     [] 	[] 	[18]
101  49    42    129    534    10     [] 	[] 	[13]
102  53    43    460    970    10     [] 	[] 	[14]
103  61    52    207    676    10     [] 	[] 	[3]
104  57    48    230    623    10     [] 	[] 	[23]
105  56    37    470    968    10     [] 	[] 	[6]
106  55    54    268    599    10     [] 	[] 	[26]
107  15    47    23     515    10     [] 	[] 	[16]
108  14    37    21     568    10     [] 	[] 	[11]
109  11    31    278    669    10     [] 	[] 	[7]
110  16    22    213    624    10     [] 	[] 	[41]
111  4     18    230    623    10     [] 	[] 	[35]
112  28    18    287    580    10     [] 	[] 	[26]
113  26    52    104    563    10     [] 	[] 	[9]
114  26    35    409    981    10     [] 	[] 	[15]
115  31    67    225    654    10     [] 	[] 	[3]
116  15    19    469    964    10     [] 	[] 	[1]
117  22    22    18     585    10     [] 	[] 	[2]
118  18    24    414    969    10     [] 	[] 	[22]
119  26    27    283    656    10     [] 	[] 	[27]
120  25    24    14     533    10     [] 	[] 	[20]
121  22    27    445    852    10     [] 	[] 	[11]
122  25    21    462    823    10     [] 	[] 	[12]
123  19    21    21     506    10     [] 	[] 	[10]
124  20    26    164    601    10     [] 	[] 	[9]
125  18    18    391    965    10     [] 	[] 	[17]
