C104.100

INFO
CREW COUNT  SKILLS  TOOLS   SPARE PARTS
25      0       0       1

DEPOT TECHNICIANS AND REQUESTS
ID   X     Y     TWS    TWE    Serv   SKILLS   TOOLS    SPARE PARTS
0    40    50    0      1236   0      [] 	[] 	[]
1    40    50    0      1236   0      [] 	[] 	[200]
2    40    50    0      1236   0      [] 	[] 	[200]
3    40    50    0      1236   0      [] 	[] 	[200]
4    40    50    0      1236   0      [] 	[] 	[200]
5    40    50    0      1236   0      [] 	[] 	[200]
6    40    50    0      1236   0      [] 	[] 	[200]
7    40    50    0      1236   0      [] 	[] 	[200]
8    40    50    0      1236   0      [] 	[] 	[200]
9    40    50    0      1236   0      [] 	[] 	[200]
10   40    50    0      1236   0      [] 	[] 	[200]
11   40    50    0      1236   0      [] 	[] 	[200]
12   40    50    0      1236   0      [] 	[] 	[200]
13   40    50    0      1236   0      [] 	[] 	[200]
14   40    50    0      1236   0      [] 	[] 	[200]
15   40    50    0      1236   0      [] 	[] 	[200]
16   40    50    0      1236   0      [] 	[] 	[200]
17   40    50    0      1236   0      [] 	[] 	[200]
18   40    50    0      1236   0      [] 	[] 	[200]
19   40    50    0      1236   0      [] 	[] 	[200]
20   40    50    0      1236   0      [] 	[] 	[200]
21   40    50    0      1236   0      [] 	[] 	[200]
22   40    50    0      1236   0      [] 	[] 	[200]
23   40    50    0      1236   0      [] 	[] 	[200]
24   40    50    0      1236   0      [] 	[] 	[200]
25   40    50    0      1236   0      [] 	[] 	[200]
26   45    68    0      1127   90     [] 	[] 	[10]
27   45    70    0      1125   90     [] 	[] 	[30]
28   42    66    0      1129   90     [] 	[] 	[10]
29   42    68    727    782    90     [] 	[] 	[10]
30   42    65    0      1130   90     [] 	[] 	[10]
31   40    69    0      1127   90     [] 	[] 	[20]
32   40    66    0      1130   90     [] 	[] 	[20]
33   38    68    255    324    90     [] 	[] 	[20]
34   38    70    534    605    90     [] 	[] 	[10]
35   35    66    0      1129   90     [] 	[] 	[10]
36   35    69    448    505    90     [] 	[] 	[10]
37   25    85    0      1107   90     [] 	[] 	[20]
38   22    75    30     92     90     [] 	[] 	[30]
39   22    85    0      1106   90     [] 	[] 	[10]
40   20    80    384    429    90     [] 	[] 	[40]
41   20    85    0      1105   90     [] 	[] 	[40]
42   18    75    0      1112   90     [] 	[] 	[20]
43   15    75    0      1110   90     [] 	[] 	[20]
44   15    80    0      1106   90     [] 	[] 	[10]
45   30    50    0      1136   90     [] 	[] 	[10]
46   30    52    0      1135   90     [] 	[] 	[20]
47   28    52    0      1133   90     [] 	[] 	[20]
48   28    55    732    777    90     [] 	[] 	[10]
49   25    50    0      1131   90     [] 	[] 	[10]
50   25    52    169    224    90     [] 	[] 	[40]
51   25    55    0      1130   90     [] 	[] 	[10]
52   23    52    0      1128   90     [] 	[] 	[10]
53   23    55    0      1128   90     [] 	[] 	[20]
54   20    50    0      1126   90     [] 	[] 	[10]
55   20    55    0      1125   90     [] 	[] 	[10]
56   10    35    0      1112   90     [] 	[] 	[20]
57   10    40    0      1114   90     [] 	[] 	[30]
58   8     40    0      1112   90     [] 	[] 	[40]
59   8     45    0      1113   90     [] 	[] 	[20]
60   5     35    0      1107   90     [] 	[] 	[10]
61   5     45    0      1110   90     [] 	[] 	[10]
62   2     40    0      1106   90     [] 	[] 	[20]
63   0     40    479    522    90     [] 	[] 	[30]
