  0   50   75    0 9999 9999 9999    0    0 0
  1   44   48    0 9999 9999 9999   10    0 1
  2   46   45    0 9999 9999 9999   10    0 0
  3   50   44    0 9999 9999 9999   10    0 1
  4   54   45    0 9999 9999 9999   10    0 0
  5   57   48    0 9999 9999 9999   10    0 1
  6   57   52    0 9999 9999 9999   10    0 0
  7   54   56    0 9999 9999 9999   10    0 1
  8   50   57    0 9999 9999 9999   10    0 0
  9   46   56    0 9999 9999 9999   10    0 1
 10   44   52    0 9999 9999 9999   10    0 0
 11   43   45    0 9999 9999 9999   10    0 1
 12   48   42    0 9999 9999 9999   10    0 0
 13   53   42    0 9999 9999 9999   10    0 1
 14   57   45    0 9999 9999 9999   10    0 0
 15   59   50    0 9999 9999 9999   10    0 1
 16   57   55    0 9999 9999 9999   10    0 0
 17   53   59    0 9999 9999 9999   10    0 1
 18   48   59    0 9999 9999 9999   10    0 0
 19   43   55    0 9999 9999 9999   10    0 1
 20   42   50    0 9999 9999 9999   10    0 0
 21   40   47    0 9999 9999 9999   10    0 1
 22   44   42    0 9999 9999 9999   10    0 0
 23   50   40    0 9999 9999 9999   10    0 1
 24   56   42    0 9999 9999 9999   10    0 0
 25   60   47    0 9999 9999 9999   10    0 1
 26   60   53    0 9999 9999 9999   10    0 0
 27   56   59    0 9999 9999 9999   10    0 1
 28   50   61    0 9999 9999 9999   10    0 0
 29   44   59    0 9999 9999 9999   10    0 1
 30   40   53    0 9999 9999 9999   10    0 0
 31   40   43    0 9999 9999 9999   10    0 1
 32   46   38    0 9999 9999 9999   10    0 0
 33   54   38    0 9999 9999 9999   10    0 1
 34   60   43    0 9999 9999 9999   10    0 0
 35   63   50    0 9999 9999 9999   10    0 1
 36   61   57    0 9999 9999 9999   10    0 0
 37   54   62    0 9999 9999 9999   10    0 1
 38   47   62    0 9999 9999 9999   10    0 0
 39   40   58    0 9999 9999 9999   10    0 1
 40   38   50    0 9999 9999 9999   10    0 0
 41   36   46    0 9999 9999 9999   10    0 1
 42   42   38    0 9999 9999 9999   10    0 0
 43   50   36    0 9999 9999 9999   10    0 1
 44   59   38    0 9999 9999 9999   10    0 0
 45   64   46    0 9999 9999 9999   10    0 1
 46   64   55    0 9999 9999 9999   10    0 0
 47   59   62    0 9999 9999 9999   10    0 1
 48   50   65    0 9999 9999 9999   10    0 0
 49   42   62    0 9999 9999 9999   10    0 1
 50   36   55    0 9999 9999 9999   10    0 0
 51   22   30    0 9999 9999 9999   10    0 1
 52   39   17    0 9999 9999 9999   10    0 0
 53   60   17    0 9999 9999 9999   10    0 1
 54   78   30    0 9999 9999 9999   10    0 0
 55   85   50    0 9999 9999 9999   10    0 1
 56   79   70    0 9999 9999 9999   10    0 0
 57   61   83    0 9999 9999 9999   10    0 1
 58   40   83    0 9999 9999 9999   10    0 0
 59   22   71    0 9999 9999 9999   10    0 1
 60   16   50    0 9999 9999 9999   10    0 0
 61   15   39    0 9999 9999 9999   10    0 1
 62   29   21    0 9999 9999 9999   10    0 0
 63   50   14    0 9999 9999 9999   10    0 1
 64   72   21    0 9999 9999 9999   10    0 0
 65   85   39    0 9999 9999 9999   10    0 1
 66   85   61    0 9999 9999 9999   10    0 0
 67   72   80    0 9999 9999 9999   10    0 1
 68   50   87    0 9999 9999 9999   10    0 0
 69   29   80    0 9999 9999 9999   10    0 1
 70   15   61    0 9999 9999 9999   10    0 0
 71   19   28    0 9999 9999 9999   10    0 1
 72   38   14    0 9999 9999 9999   10    0 0
 73   62   13    0 9999 9999 9999   10    0 1
 74   81   27    0 9999 9999 9999   10    0 0
 75   89   50    0 9999 9999 9999   10    0 1
 76   82   72    0 9999 9999 9999   10    0 0
 77   63   87    0 9999 9999 9999   10    0 1
 78   39   87    0 9999 9999 9999   10    0 0
 79   19   73    0 9999 9999 9999   10    0 1
 80   12   51    0 9999 9999 9999   10    0 0
 81   12   38    0 9999 9999 9999   10    0 1
 82   26   17    0 9999 9999 9999   10    0 0
 83   50   10    0 9999 9999 9999   10    0 1
 84   74   17    0 9999 9999 9999   10    0 0
 85   89   38    0 9999 9999 9999   10    0 1
 86   89   63    0 9999 9999 9999   10    0 0
 87   74   83    0 9999 9999 9999   10    0 1
 88   50   91    0 9999 9999 9999   10    0 0
 89   26   83    0 9999 9999 9999   10    0 1
 90   12   63    0 9999 9999 9999   10    0 0
 91   15   26    0 9999 9999 9999   10    0 1
 92   37   10    0 9999 9999 9999   10    0 0
 93   63    9    0 9999 9999 9999   10    0 1
 94   84   25    0 9999 9999 9999   10    0 0
 95   93   50    0 9999 9999 9999   10    0 1
 96   85   75    0 9999 9999 9999   10    0 0
 97   64   91    0 9999 9999 9999   10    0 1
 98   38   91    0 9999 9999 9999   10    0 0
 99   16   76    0 9999 9999 9999   10    0 1
100    8   51    0 9999 9999 9999   10    0 0
